dam,day_of_year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
MCN,141,10.6,9.4,8.3, NA, NA,10,8.9,8.3,8.3,7.8,9.4,8.3,,,,,,,,,,9.4,9.4,8.9,8.9,9.4,11.104,9.912,11.415,8.892,11.104,10,10.556,10,9.283,9.25,9.444,9.444,8.333,10,10.556,7.778,8.889,10,7.778,8.333,8.889,9.444,7.778,8.333,8.333
MCN,142,10,9.4,8.9, NA,11.7,10.6,8.9,8.3,8.3, NA,9.4,8.3,,,,,,,,,,9.4,10,8.9,8.9,8.9,11.149,10.383,11.3,9.109,10.976,10,10.556,10,9.733,9.175,9.444,10,8.333,10,10,7.778,8.889,10,7.778,8.889,8.889,10,8.333,8.889,8.333
MCN,143,10.6,10,8.9, NA,11.1,10.6,8.9,8.9,8.9,7.8,10.6,8.3,,,,,,,,,,10,10,8.9,8.9,9.4,11.252,10.857,11.304,9.27,11.438,10,10.344,10,9.746,9.109,9.444,10,8.333,10,10,8.333,8.889,10.556,8.333,8.333,8.889,10,8.333,8.889,8.333
MCN,144,10.6,10.6,8.9, NA,11.1,11.1,8.9,9.4,9.4,8.3,10.6,9.4,,,,,,,,,,10,10,8.9,8.9,9.4,11.652,11.063,11.875,9.4,10.85,10.556,10.369,10,9.6,9.209,9.444,10.556,8.889,10,10,8.333,8.889,10.556,8.333,8.333,9.444,10,8.333,8.889,8.333
MCN,145,11.1,11.1,9.4, NA,11.1,11.1,8.9,9.4,10,8.3,11.1,9.4,,,,,,,,,,10.55,10,8.9,8.9,9.4,11.379,11.454,10.95,9.592,10.911,10.556,10.3,10.556,9.167,9.256,9.444,10.556,8.889,10,10.556,8.889,8.889,10.556,8.333,8.889,10,10,8.889,9.444,8.333
MCN,146,11.1,11.7,9.4, NA,11.1,11.1,8.9,9.4,10,8.3,11.1,9.4,,,,,,,,,,11.1,10.6,8.9,8.9,10.6,11.706,11.468,10.694,9.517,10.943,11.111,10.962,10.556,9.214,9.23,9.444,10.556,8.889,11.111,10.556,8.889,8.889,11.111,8.889,8.889,10,10,8.889,9.444,8.889
MCN,147,11.1,11.7,10, NA,11.7,11.1,8.9,9.4, NA,8.3,11.1,8.9,,,,,,,,,,11.1,10.6,8.9,9.4,10,11.515,11.375,10.956,9.567,10.684,11.111,11.55,10.556,9.3,9.008,9.444,10.556,8.889,11.111,10.556,8.889,9.444,11.111,8.889,8.889,10,10,8.889,9.444,8.889
MCN,148,11.7,11.7,10.6, NA, NA,11.1,9.4,10, NA,8.3,11.1,8.9,,,,,,,,,,10.6,10.6,9.4,9.4,10,11.794,11.333,11.92,9.458,10.5,11.111,11.308,10.556,9.408,9.222,8.889,10,8.889,11.111,11.111,8.889,9.444,11.111,8.889,8.889,10,10,8.889,9.444,8.889
MCN,149,11.7,11.7,10.6, NA,11.7,11.1,9.4,10, NA,8.3,11.1,8.9,,,,,,,,,,10.6,11.1,9.4,9.4,10,12.292,11.504,12.257,9.425,9.976,11.111,11.515,10.556,9.55,9.255,8.889,10,9.444,11.111,11.667,10,9.444,11.111,9.444,8.889,10,10,9.444,9.444,8.889
MCN,150,11.7,11.7,10.6, NA,11.7, NA,9.4,10,10.6,8.3,11.1,9.4,,,,,,,,,,10,11.7,9.4,9.4,10,12.345,11.648,11.853,9.83,10.118,11.111,11.4,13.275,9.708,9.708,8.889,10,10,10,11.111,10.556,10,12.222,9.444,9.444,10,11.667,10,10,8.889
MCN,151,11.7,10.6,10.6, NA,11.7, NA, NA,10,10.6,8.3,11.1, NA,,,,,,,,,,10,11.7,9.4,9.4,10,12.552,11.751,11.786,10,10.441,11.111,11.207,12.683,9.843,10.242,8.889,10,10,11.111,11.111,11.111,10,12.222,9.444,9.444,10,11.667,10,10.556,8.889
MCN,152,11.7,10.6,11.1, NA,12.2, NA,10,10,10.6,8.9,11.1,9.4,,,,,,,,,,10,11.7,9.4,9.4,10,12.504,12,12.438,10.145,10.724,11.111,11.25,12.446,9.758,10.5,9.444,10,10,11.111,11.667,11.111,10.556,12.222,9.444,9.444,10,11.667,10,10.556,10
MCN,153,11.7,10.6,11.1, NA,12.2,12.2,10.6,10,10.6,8.9,10.6, NA,,,,,,,,,,10.6,11.7,9.4,10,10,12.56,11.503,12.152,10.258,11.631,11.111,11.333,12.292,9.833,10.53,9.444,10,10,12.222,11.667,11.111,11.111,12.222,10,9.444,10,11.667,10,10.556,10
MCN,154,11.7,10.6,11.7, NA,12.8,12.8,11.1,10.6,10,9.4,10.6,8.9,,,,,,,,,,10.6,12.2,10,10,11.1,12.919,11.365,12.417,10.642,11.814,11.111,11.233,12.407,9.964,10.1,8.889,10.556,10,12.222,11.667,12.778,11.111,12.778,10,10,10,11.667,10,10.556,10
MCN,155,11.7,10.6,11.1, NA,12.8,12.8,11.1,10.6,10,9.4,10.6,9.4,,,,,,,,,,10.6,12.8,10,10,11.1,12.754,11.227,12.658,11.118,11.933,11.111,11.417,12.446,9.938,10.075,9.444,10.556,10,12.222,12.222,11.667,11.111,10.556,10.556,10,10,11.667,10,10.556,10
MCN,156,12.2,10.6,11.7, NA,12.8,12.8,11.1,11.1,9.4,9.4,10.6,9.4,,,,,,,,,,7.8,13.3,10,10,11.1,12.977,11.872,13.133,11.01,12.005,11.111,11.833,12.708,9.931,10.41,9.444,10.556,10,12.222,12.222,12.222,11.111,12.222,10.556,10,10.556,11.667,10.556,10.556,10
MCN,157,12.2,10.6,11.1, NA,12.8,12.8,11.1,11.1,10,10,11.1,9.4,,,,,,,,,,10,13.9,10,10,11.1,13.081,11.403,12.669,11.1,11.7,11.111,11.225,13.233,10.054,10.43,9.444,11.111,10,12.778,12.222,12.222,11.111,12.222,10.556,10,10.556,11.667,10.556,10.556,10
MCN,158,12.2,11.7,11.1, NA,13.3,12.8,11.1,11.1,10,10,10.6,10,,,,,,,,,,10,13.9,10,10,11.1,13.04,11.514,13.342,11.192,11.411,11.111,11.7,13.142,10.342,10.391,9.444,11.111,10,11.667,12.778,12.222,11.111,12.222,10.556,10,11.111,11.667,11.111,11.667,10
MCN,159,11.7,11.7,11.1, NA,13.3,12.8,11.1,12.2,10,10,10.6,10,,,,,,,,,,10,13.9,10.6,10,11.1,13.365,11.555,13.125,10.992,11.7,11.111,12.362,13.115,10.525,10.736,9.444,12.222,6.111,11.667,12.778,11.667,11.111,12.222,10.556,10,11.667,12.222,11.111,11.667,11.667
MCN,160,11.7,11.7,11.7, NA,13.3,13.3,11.7,12.2,10,10,11.7,10.6,,,,,,,,,,10,13.6,10.6,10.6,11.1,13.832,11.913,13.071,10.967,11.389,12.222,12.414,13.787,10.507,11,9.444,12.222,11.111,11.667,12.778,12.222,11.667,12.222,11.667,10,12.222,12.222,11.111,11.667,11.667
MCN,161, NA,11.7,11.7, NA,13.3,13.3,11.7,12.8,10,10,11.7,10.6,,,,,,,,,,10,13.3,11.1,10.6,11.7,14.13,11.872,13,11.044,11.771,12.433,13.192,14.108,10.708,10.882,9.444,12.222,7.222,11.667,12.222,12.222,11.667,12.222,11.667,10,12.222,12.222,11.111,11.667,11.667
MCN,162,11.7,12.2,11.7, NA,13.3,13.3,11.7,13.3,11.7,10,10.6,10.6,,,,,,,,,,10,13.3,11.1,10.85,11.7,14.217,12.052,13.371,11.158,11.528,12.433,12.986,14.225,10.75,11,9.444,12.222,10.556,11.111,12.222,12.222,11.667,12.222,12.222,10.556,12.222,12.222,11.111,11.667,11.667
MCN,163,11.7,12.2,11.7, NA,13.3,13.3,11.7,13.3,11.7,10,11.1,10.6,,,,,,,,,,10,12.8,11.7,10.85,11.7,14.108,12.236,13.496,11.05,11.914,12.2,13.492,13.508,10.783,11.558,10,12.222,10.556,11.111,12.222,11.667,11.667,12.222,12.222,11.111,12.222,12.222,11.111,11.667,11.667
MCN,164,11.7,12.8,11.7, NA,13.9,13.3,12.2,13.3,11.7,11.7,11.1,10.6,,,,,,,,,,11.1,12.8,11.7,11.1,11.7,14.005,12.283,13.488,11.07,11.835,12.333,12.908,13.762,10.85,11.692,10,11.667,10.556,11.111,12.222,11.667,11.111,12.222,12.222,11.667,12.222,12.222,11.111,11.667,11.667
MCN,165,11.7,12.8,12.2, NA,14.4,13.3,12.2, NA,11.7,11.1,11.1,11.1,,,,,,,,,,11.1,12.8,11.7,11.1,11.7,14.229,12.287,13.538,11.392,12.093,12.633,13.367,13.557,11.169,11.475,10.889,13.111,11.111,11.111,12.778,12.222,11.667,12.222,12.222,11.667,12.222,12.778,11.111,11.667,11.667
MCN,166,11.7,13.3,12.2, NA,14.4,13.3,12.2,12.8,12.8,11.7,11.7,11.1,,,,,,,,,,11.1,12.8,11.7,11.7,11.7,13.892,12.965,13.743,11.444,12.733,12.8,13.692,13.4,11.383,11.93,10.556,12.778,11.111,11.111,12.778,12.222,11.667,12.222,12.222,11.667,12.222,13.333,11.111,11.667,11.667
MCN,167,11.7,13.3,12.8, NA,14.4,13.3,12.8,12.8, NA,11.7,11.7,11.7,,,,,,,,,,11.1,12.2,11.7,11.1,11.7,14.233,13.105,14.074,12.008,12.961,12.8,12.813,13.707,11.754,12.457,11.111,12.778,11.111,11.667,12.778,12.222,11.667,12.222,12.222,12.222,11.667,13.889,11.111,11.667,11.667
MCN,168,12.2,13.3,12.8, NA,14.4,13.3,12.8,12.8,12.8,11.1,12.2,12.2,,,,,,,,,,11.7,12.2,11.7,11.1,11.7,14.268,13.417,14.268,11.833,12.75,13.012,12.823,14.133,12.208,12.625,11.111,12.222,11.111,11.667,12.778,12.222,11.667,12.778,12.222,11.667,11.111,13.889,11.111,11.667,11.667
MCN,169,12.2,12.2,12.8, NA,14.4,13.3,12.8,12.8,13.3,11.1,12.2,12.2,,,,,,,,,,11.7,12.2,12.8,11.7,11.7,14.184,13.346,14.34,11.833,12.906,12.638,12.7,13.633,12.217,12.782,11.111,12.222,11.667,11.667,12.778,12.222,11.667,12.778,12.222,12.222,11.111,13.889,11.111,11.667,11.667
MCN,170,12.8,12.2,12.8, NA,14.4,13.9,12.8,12.8,13.3,11.1,12.2,12.2,,,,,,,,,,11.7,11.7,12.8,11.7,11.7,14.163,13.439,14.864,11.908,13.053,12.218,12.958,13.775,12.936,13.009,11.111,12.222,11.667,11.667,12.778,12.222,11.667,12.778,12.222,11.667,11.111,13.889,11.667,11.667,11.667
MCN,171,12.8,12.8,13.3, NA,14.4,13.9,12.8,12.8,13.3,11.7,12.8,12.2,,,,,,,,,,11.7,12.2,12.8,11.7,12.2,14.226,13.571,14.39,12.117,13.1,12.392,13.458,14.008,12.167,13.125,11.111,12.222,8.333,11.667,12.778,12.222,12.222,12.778,12.222,11.667,11.111,13.889,11.667,11.667,11.667
MCN,172,12.8,12.8,13.3, NA,13.9,14.4,12.8,12.8,13.3, NA,12.8,12.8,,,,,,,,,,11.7,12.2,12.8,12.2,12.8,14.76,13.522,14.396,12.3,13.265,12.775,13.446,13.869,12.033,13.9,11.111,12.222,12.222,11.667,14.444,12.222,12.222,12.778,12.222,11.667,11.111,14.444,11.667,11.667,11.667
MCN,173,12.2,12.8,13.9, NA,13.9,14.4,13.3,12.8,12.8,11.1,12.8,12.8,,,,,,,,,,11.7,12.2,12.2,12.2,12.8,15.139,13.529,14.406,12.667,13.162,12.636,13.686,14.358,11.975,15.045,11.111,12.222,12.222,12.222,13.333,12.222,12.222,12.778,12.222,11.667,11.111,15,11.667,11.667,11.667
MCN,174,12.2,12.8,13.9, NA,13.9,14.4,13.3,12.8,12.8,11.1, NA,12.8,,,,,,,,,,12.2,12.2,12.2,12.2,12.8,15.368,13.264,14.685,12.573,13.314,12.392,14.333,14.292,12.154,14.183,11.111,12.778,12.222,13.333,13.333,12.778,12.778,12.778,12.222,12.778,11.111,15.556,11.667,11.667,11.667
MCN,175,12.2,12.8,13.9, NA,13.9,14.4,13.3,12.8,12.8,11.1, NA,12.8,,,,,,,,,,12.2,12.2,12.2,12.2,12.8,15.609,13.41,15.208,12.375,13.255,12.371,14.371,13.958,12.4,14.108,11.111,12.778,12.778,12.222,13.333,12.778,12.778,13.333,12.222,12.778,11.667,15.556,11.667,11.667,11.667
MCN,176,12.8,12.8,13.9, NA,13.9,15,13.3,12.8,12.8,11.1,12.2,13.3,,,,,,,,,,12.8,13.3,12.2,11.1,12.8,16.11,13.524,15.35,12.158,13.405,12.346,14.392,13.969,12.908,14.808,12.222,13.333,12.778,12.778,13.333,13.889,12.778,13.333,12.222,12.222,12.222,15.556,12.222,11.667,11.667
MCN,177,12.8,12.8,13.9, NA,14.4,15.6,13.9,12.2,12.8,11.1,12.2,13.3,,,,,,,,,,13.3,13.3,12.2,11.1,13.9,15.483,13.737,15.469,12.267,13.224,12.45,14.47,13.7,13.358,15.064,12.222,13.889,12.778,13.333,12.778,13.889,12.778,13.333,11.667,12.222,12.222,15.556,12.222,11.667,12.222
MCN,178,12.8,12.8,13.9, NA,15,16.1,13.9,12.8,12.2,11.1, NA,13.3,,,,,,,,,,13.9,13.3,12.2,11.1,12.8,15.091,13.417,15.86,12.49,13.1,12.55,14.25,13.7,14.423,15.32,12.222,13.889,13.333,13.333,12.778,13.889,12.778,13.333,11.667,12.222,12.778,15.556,12.222,11.667,12.778
MCN,179,13.3,13.3,14.4, NA,15,16.1,13.3,12.8,12.2,11.1,12.8,13.3,,,,,,,,,,13.9,13.3,12.2,11.1,13.9,14.742,13.471,16.367,12.838,13.058,12.762,14.2,14,14.8,15.375,12.222,13.889,12.778,13.333,12.778,13.889,12.778,13.333,12.222,12.222,12.778,15.556,12.222,12.778,12.778
MCN,180,13.3,13.3,14.4, NA,15, NA,13.3,12.8,12.8,11.7,13.3,13.3,,,,,,,,,,13.9,13.3,12.2,11.1,14.4,14.567,13.99,16.314,12.673,13.278,12.762,14.131,14.008,15.067,14.95,12.778,15.556,12.778,13.889,12.778,13.889,12.778,13.333,12.222,12.222,12.778,15.556,12.222,13.889,12.778
MCN,181,13.3,13.9,15, NA,15,16.1,13.3,12.8,12.8,11.7,12.8,13.9,,,,,,,,,,14.15,13.3,12.8,11.7,14.4,15.173,13.492,16.579,12.708,13.156,13.742,14.115,14.033,14.908,14.575,12.778,15.556,12.778,13.333,13.333,13.889,12.778,13.333,12.222,12.222,12.778,15.556,13.333,13.889,12.778
MCN,182,13.9,13.9, NA, NA,15.6,16.1,13.3,12.8,13.3,11.7,12.8,13.9,,,,,,,,,,14.4,13.3,13.05,11.7,14.4,14.727,13.635,16.99,12.567,13.1,13.792,13.769,13.942,14.817,14.45,12.222,15.556,12.778,13.889,13.333,13.889,12.778,13.333,12.222,12.778,12.778,15.556,13.333,13.333,12.778
MCN,183,13.3,15,14.4,13.9,16.1,16.7,13.3,13.3,13.3,12.2,12.8,14.4,,,,,,,,,,13.9,13.3,13.3,11.7,14.4,14.742,13.923,17.458,13.467,13.18,14.82,13.669,14.117,15.133,14.256,12.222,15.556,12.778,13.889,13.333,13.889,12.778,13.333,12.222,13.333,12.778,15.556,13.333,13.333,12.778
MCN,184,13.3,15,14.4,13.9,15.6,16.7,13.9,13.3,13.3,12.2,13.3,14.4,,,,,,,,,,13.9,13.3,13.3,11.7,14.4,15.19,14.044,17.105,13.483,13.38,15.469,13.775,14.783,15.662,14.542,12.222,15.556,12.778,13.889,13.333,13.889,12.778,13.333,12.222,13.333,12.778,15.556,13.333,13.333,12.778
MCN,185,13.9,15,15,13.9,15.6,16.7,14.4,13.3,13.9,11.7,13.3,14.4,,,,,,,,,,13.9,13.3,13.3,12.8,15,15.219,14.15,17.402,13.833,13.211,14.82,13.543,14.958,15.492,14.65,12.222,15.556,12.778,13.889,12.778,13.889,12.778,13.889,12.222,13.333,13.333,15.556,13.333,13.333,12.778
MCN,186,14.4,15,15,14.4,16.1,16.7,14.4,13.3,13.9,11.7,13.3,15,,,,,,,,,,12.8,13.9,13.3,15,15,15.623,14.554,17.406,13.95,13.54,14.567,13.725,15.3,15.408,14.518,12.222,15.556,12.778,13.889,12.778,14.444,13.333,14.444,12.222,13.333,13.333,15.556,13.333,13.333,12.778
MCN,187,14.4,15.6,15,14.4,16.1,16.7,15,13.3,13.9,12.8,13.3,14.4,,,,,,,,,,12.8,14.4,13.3,12.8,15,15.883,14.829,17.927,13.744,13.61,16.2,13.577,15.254,15.215,14.933,12.222,15.556,12.778,13.889,12.778,15,13.333,14.444,12.222,13.333,13.333,15.556,13.333,13.333,12.778
MCN,188,14.4,15.6,15,13.9,17.2,17.2,15,13.3,13.9,12.8,13.3,14.4,,,,,,,,,,13.3,15,13.3,13.3,15,15.504,15.06,18.491,13.708,13.47,16.1,13.842,16.05,15.083,15.075,12.222,15.556,12.778,13.889,12.778,15,14.444,14.444,12.222, NA,13.333,15.556,13.333,13.333,12.778
MCN,189,14.4,15.6,15.6,14.4,17.2,17.2,15.6,15.6,13.9,12.8,13.3,14.4,,,,,,,,,,13.3,15,13.3,13.3,15,15.511,14.738,18.392,13.317,13.367,16.029,13.8,16.246,15.017,14.756,12.778,15.556,12.778,13.889,13.333,15,14.444,13.889,12.222,14.444,13.333,15.556,13.333,13.333,13.333
MCN,190,14.4,15.6,15,14.4,17.2,17.8,15.6,15.6,13.9,12.8,13.3,14.4,,,,,,,,,,13.9,15.6,13.3,13.3,14.4,15.648,14.879,18.062,13.818,13.591,16.083,14.1,16.192,15.258,15.44,12.778,15.556,12.778,13.333,13.333,15,14.444,14.444,12.778,14.444,13.333,15.556,13.333,13.333,13.333
MCN,191,14.4,15,15,14.4,17.2,17.8,15.6,16.1,13.3,12.8,14.4,15,,,,,,,,,,13.9,15.6,13.3,13.3,14.4,16.154,14.879,18.265,14.309,13.879,16.129,14.1,16.425,15.485,15.227,13.333,15.556,12.778,11.667,13.333,13.889,15,15,12.778,14.444,13.333,15.556,13.333,13.333,13.333
MCN,192,14.4,15.6,15.6,14.4,17.8,17.8,15.6,16.1,12.8,13.3,13.9,15,,,,,,,,,,13.9,15.6,13.3,13.3,14.4,16.337,14.935,18.553,14.618,13.75,16.083,14.031,16.95,15.65,15.367,12.778,15.556,13.333,13.333,13.333,15,15.556,15,12.778,14.444,13.333,15.556,13.333,13.333,13.333
MCN,193,14.4,15.6,15,14.4,17.2,18.3,16.1,16.1,13.3,13.3,13.3,15,,,,,,,,,,13.3,15.6,13.3,14.4,14.4,16.904,14.754,18.148,14.575,13.857,16.483,14.758,16.617,16.167,15.65,13.333,15.556,13.333,13.889,13.333,15.556,15.556,16.111,13.333,14.444,13.333,15.556,13.333,13.333,13.333
MCN,194,15,16.1,15.6,14.4,17.2,18.3,16.1,16.1,13.3,13.3,13.3,15.6,,,,,,,,,,13.3,15.6,13.9,14.4,15,16.623,14.875,17.014,14.58,13.65,15.95,15.746,16.917,16.715,16.1,13.333,15.556,13.333,13.889,13.333,14.444,15.556,16.667,13.333,14.444,12.778,15.556,13.333,13.333,13.333
MCN,195,14.4,16.1,15.6,15,17.2,18.3,15.6,16.1,13.3,13.3,13.9,15.6,,,,,,,,,,13.9,15.6,13.9,14.4,15,16.119,15.185,16.493,14.633,14.067,16.667,16.192,17.758,16.842,16.137,13.333,15.556,13.333,13.889,13.333,15,15,17.222,13.333,14.444,12.778,15.556,13.333,13.333,13.333
MCN,196,14.4,16.7,15.6,15,17.2, NA,15.6,16.1,13.9,13.3,14.4,16.1,,,,,,,,,,13.9,16.1,13.9,14.4,15,15.714,15.419,17.024,14.358,14.127,17.222,15.967,18.585,16.317,16.82,13.889,15.556,13.333,13.889,13.333,15.556,15,17.222,13.333,14.444,12.778,15.556,13.333,13.333,13.333
MCN,197,14.4,16.7,16.1,15,17.2, NA,15.6,15.6,13.9,13.3,14.4,16.1,,,,,,,,,,14.4,15.6,13.9,14.4,15,15.683,15.656,16.956,14.25,14.433,16.667,16.608,17.133,16.417,17.13,13.889,16.111,15,13.889,13.333,15.556,15,17.222,13.889,14.444,12.778,15.556,13.333,11.111,14.444
MCN,198,15,16.7,16.1,15,17.2, NA,15.6,16.1,14.4,13.3,13.3,16.1,,,,,,,,,,15,15.6,14.15,14.4,15,16.003,16.065,17.138,14.209,14.565,16.667,18.043,16.892,16.442,17.517,13.889,16.111,15,13.889,13.333,15.556,15,17.222,14.444,14.444,13.333,15.556,13.333,12.222,14.444
MCN,199,14.4,17.2,16.7,15,16.7,18.9,15,16.1,14.4,13.3,14.4,16.1,,,,,,,,,,15,15.6,14.4,14.4,15,16.471,16.491,17.229,14.3,14.636,16.667,16.458,17.717,17.046,17.314,14.444,16.111,15,13.889,13.333,15.556,15,17.222,15,14.444,14.444,16.111,13.333,13.333,14.444
MCN,200,14.4,17.2,17.2,15,17.2,18.9,15.6,16.1,14.4,13.3,13.9,16.1,,,,,,,,,,15,15.6,14.4,14.4,15,16.306,16.487,18.083,14.478,14.471,16.111,16.592,17.642,16.65,17.675,14.444,15.556,15,13.889,14.444,15.556,15,17.222,15,14.444,14.444,16.111,13.333,13.333,14.444
MCN,201,15,17.2,16.7,15.6,16.7,18.9,15.6,16.1,14.4,13.9,13.9,16.7,,,,,,,,,,15.6,16.7,14.4,14.4,15,17.056,17.32,18.268,14.533,14.7,16.667,17.175,17.992,17.025,17.233,14.444,15.556,15,13.889,15.556,15.556,15,17.222,15,14.444,14.444,16.111,13.333,13.333,14.444
MCN,202,15,17.2,17.2,16.1,16.7,18.9,15,16.1,14.4,13.9,14.4,16.7,,,,,,,,,,15.6,16.7,14.4,14.4,15,17.363,17.144,18.727,14.375,15.9,17.05,18.7,17.908,16.95,17.5,14.444,16.111,15,13.889,15.556,15.556,14.444,17.222,15,14.444,14.444,16.111,13.333,13.333,14.444
MCN,203,15,17.2,17.2,16.1,17.2,19.4,15.6,16.1,14.4,13.9,14.4,16.7,,,,,,,,,,16.1,16.7,14.4,14.4,15,17.727,16.844,19.337,14.317,16.458,17.4,18.223,17.225,17.475,19.24,14.444,16.111,15,13.889,15.556,15.556,15,17.778,15,14.444,14.444,16.111,13.333,13.333,14.444
MCN,204,15,17.2,17.8,16.1,17.2,19.4,15.6,16.1,14.4,13.9,14.4,16.7,,,,,,,,,,16.1,16.7,14.4,14.4,15,18.161,16.435,19.97,14.34,16.7,18.3,19.314,17.421,17.8,18.733,14.444,16.111,15,13.889,15.556,16.111,15,17.778,15,14.444,14.444,16.111,13.333,13.333,14.444
MCN,205,16.1,17.2,17.8, NA,17.8,19.4,16.1,15.6,14.4,13.9,14.4,16.7,,,,,,,,,,16.7,22.2,14.4,14.4,15,17.839,16.16,19.43,15.286,16.95,18.183,18.669,18.1,18.529,17.767,15,16.111,15,13.889,15.556,16.667,15.556,17.778,15,14.444,14.444,16.111,13.333,13.889,14.444
MCN,206,16.1,17.2,18.3,16.7,17.8,20,16.1,16.1,15.6,13.9,14.4,16.7,,,,,,,,,,16.1,17.8,14.4,15,15,18.044,16.638,20.624,15.75,16.922,18.171,19.283,19.05,18.431,17.883,15,16.111,15,13.889,15.556,17.222,15,17.778,15,14.444,14.444,16.111,13.333,13.889,16.667
MCN,207,16.7, NA,18.3,16.7,17.8,20,16.1,16.1,15,13.9,14.4,16.7,,,,,,,,,,15.6,17.8,14.4,15,15,18.354,17.389,20.167,16.273,17.122,18.8,19.069,19.277,18.557,18.033,15,16.111,15,14.444,16.111,17.222,15.556,18.333,15,14.444,14.444,16.667,13.333,13.889,16.667
MCN,208,17.2,17.2,18.3,17.2,17.8,20,16.7,16.1,15.6,14.4,14.4,16.7,,,,,,,,,,15.6,17.8,15,15,15,17.667,17.589,20.052,16.242,17.343,17.671,18.5,19.323,18.6,18.525,15,16.111,15,14.444,16.111,17.222,15.556,18.333,15,13.889,14.444,16.667,13.333,13.889,17.778
MCN,209,17.2,17.8, NA,17.8,17.8,20,16.7, NA,15,14.4,15.6,16.7,,,,,,,,,,15, NA,15,15,16.7,18.291,17.321,21.019,16.558,17.391,18.083,18.25,20.425,18.633,18.309,15,16.111,15,15,16.111,17.222,15.556,18.889,15,13.889,14.444,17.222,13.333,13.889,17.778
MCN,210,17.2,17.8,18.3,17.8,17.8,20,16.7, NA,15,15,16.1,17.2,,,,,,,,,,15.6,17.8,15.6,15,16.7,18.658,17.554,20.45,16.4,17.433,18.583,17.892,19.725,18.7,18.125,15.556,16.667,15,15.556,16.111,17.778,15.556,20,15,13.889,15,17.778,13.333,13.889,17.778
MCN,211,16.7,17.8,18.3,17.8,17.8,20,16.7, NA,15,15,16.1,17.2,,,,,,,,,,15.6,17.8,15.6,15.6,16.7,18.962,17.797,20.083,16.375,17.669,18.467,17.55,21.538,18.267,18.075,15.556,16.667,15.556,15.556,16.111,17.778,16.111,20,15,13.333,15,17.778,13.333,13.889,17.778
MCN,212,16.7,17.8,18.3,18.3,18.9,20.6,16.7, NA,15,15,16.1,17.2,,,,,,,,,,15.6,17.8,15.6,15.6,16.7,19.163,17.917,20.265,16.41,17.461,18.3,18.164,22.323,18.708,18.1,15.556,16.667,15.556,16.667,16.111,17.778,16.111,20,15,13.333,15.556,17.778,15,14.444,17.778
BON,91,5,2.2,3.3,3.3,5.6,5.6,2.8,5,4.4,3.3,6.1,3.9,5,5,3.9, NA,3.9,5.6, NA,6.1,5.6,6.1, NA,5,4.4,5.6,4.444,2.222,7.222,5.556,5,2.778, NA,5.556,5,4.444,5,6.667, NA, NA,3.889,,,, NA, NA, NA, NA, NA, NA, NA
BON,92,5,2.2,3.9,3.3,5.6,5.6,3.3,5,4.4,3.3,6.7,3.9,5.6,4.4,4.4,5.6,3.9,4.4,7.2,6.1,5.6,5.6,6.1,5, NA,6.1,4.444,1.667,7.222,5.556,5,2.778, NA,5.556,5.556,3.889,5,6.667, NA, NA,3.889,,,, NA, NA, NA, NA, NA, NA, NA
BON,93,5,1.7,3.9,3.3,5.6,5.6,3.3,5.6,4.4,3.3,6.1,3.9,5.6,5,4.4,5,4.4,4.4,7.2, NA,5.6,6.1,6.1,5,3.9,6.1,4.444,2.222,7.222,5.556,5,2.778, NA,5.556,5.556,6.667,5,6.667, NA, NA,4.444,,,,4.1, NA, NA, NA, NA, NA, NA
BON,94,5.6,1.7,3.9,3.3,5.6,5.6,3.9,5.6,4.4,3.3,6.7,4.4,5.6,5,4.4,5,4.4,5,7.2, NA,5.6,5.6, NA,5,3.9,6.1,4.444,2.222,7.222,5.556,5,2.778, NA,5.556,6.111,4.444,5,6.667, NA, NA,4.444,,,, NA, NA, NA, NA, NA, NA, NA
BON,95,5.6,1.7,3.9,3.3,5.6,5.6,3.9,5.6,5,2.8,6.7,4.4,5.6,5,5, NA, NA, NA,7.2, NA,5.6,5.6,6.7, NA,3.9,6.1,5,2.222,7.222,5.556,5.556,2.778, NA,5.556,6.111,5,5,6.667, NA, NA,5,,,, NA, NA, NA, NA, NA,4.189, NA
BON,96,5.6,1.7,3.9,3.3,5.6,5.6,3.9,5.6,5.6,2.8,6.7,4.4,5.6,5.6,5, NA,4.4,5.6,7.2, NA,5.6,6.1,6.7,5,3.9,6.1,5.556,2.222,7.222,5.556,5.556,2.778, NA,6.111,6.111,4.444,5.556,6.667, NA, NA,5,,,, NA, NA, NA, NA, NA, NA, NA
BON,97,5.6,1.7,3.9,3.3, NA,5.6,5,5,5.6,2.8,6.7, NA,5.6,5.6,5, NA,4.4,5.6,7.2,6.7,5.6,6.1,6.7,5,3.9,6.1,5.556,2.222,7.778,5.556,5.556,3.333, NA,6.111,6.667,4.444,5.556,7.222, NA, NA,5,,,, NA, NA, NA, NA,5.633, NA, NA
