dam,day_of_year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
TDA,204,,,,,,,,,,,, NA, NA,16.1,,,19.4,16.7,15.6,17.2,16.7,15,17.8,15,15.6, NA,17.222,17.778,17.778,14.772,16.667,18.333,16.11,17.222,17.222,17.778,15.556,16.667,16.67,15,16.667, NA,,, NA, NA, NA, NA, NA, NA, NA
TDA,205,,,,,,,,,,,, NA, NA,15.6,,,18.3,15,15, NA,16.7,16.7,17.8,15,15.6,15.6,16.667,17.778,18.333,15,16.667,17.222,16.11,16.667,17.222,18.333,15,16.667,17.22,15,16.667, NA,,, NA, NA, NA, NA, NA, NA,16.4
TDA,206,,,,,,,,,,,, NA, NA,16.1,,,17.8,15.6,14.4,16.1,16.7,14.4,17.8,15,16.1,15.6,16.667,17.222,18.333,13.889,16.667,16.667,16.67,17.222,17.778,18.333,15,16.667,17.22,15,16.667, NA,,, NA, NA, NA, NA, NA, NA, NA
TDA,207,,,,,,,,,,,, NA, NA,16.7,,,18.9,15.6,15.6,17.8,17.8,15,17.8,15.6,16.7,16.7,16.667,17.778,18.889,15,16.667,16.667,17.78,17.222,17.778,17.778,15,16.667,16.67,15.56,16.667, NA,,, NA, NA, NA, NA, NA, NA, NA
TDA,208,,,,,,,,,,,, NA, NA,17.2,,,19.4,16.1,15.6,17.8,18.3,16.7,17.8, NA,16.7,16.7,16.667,17.222,18.889,15,16.667,17.778,16.11,17.778,17.778,18.333,15,16.667,16.67,15.56,16.667, NA,,, NA, NA, NA, NA, NA,15.15, NA
TDA,209,,,,,,,,,,,, NA, NA,17.2,,,19.4,16.1,16.1,18.3,18.3,16.7,18.3,15.6,17.2,16.7,16.667,17.778,18.889,15.556,17.222,18.333,18.33,17.778,17.778,18.333,15.556,16.667,15.56,15.56,16.667, NA,,, NA, NA, NA,17.75, NA, NA, NA
TDA,210,,,,,,,,,,,, NA, NA,17.8,,,18.9,16.7,13.9,18.3,18.9,15.6,18.3,16.1,16.7,16.7,18.333,17.778,18.889,15.556,16.667,17.222,17.78,17.778,18.333,18.333,20,16.667,16.67,15.56,16.667, NA,,, NA, NA, NA, NA, NA, NA, NA
TDA,211,,,,,,,,,,,, NA, NA,17.8,,,19.4,17.8,13.9,17.8,18.9,16.7,18.3,15.6,16.7,17.8,16.667,17.778,19.444,16.111,17.778,17.778,17.78,18.333,18.333,18.333,16.111,17.222,16.67,16.11,16.667, NA,,, NA, NA, NA, NA, NA,15.067, NA
TDA,212,,,,,,,,,,,, NA,16.7,17.8,,,19.4,17.8,13.9,17.2,18.9, NA,18.3,16.7,16.7,17.2,16.667,17.222,20,16.667,17.778,17.778,17.78,18.889,18.333,18.333,16.111,17.222,16.67,16.67,16.667, NA,,, NA, NA, NA, NA, NA, NA, NA
JDA,91,,,,,,,,,,,,3.9, NA, NA,,, NA,5.6,5, NA, NA, NA, NA, NA, NA,3.3, NA, NA,7.222,5,4.444,2.778, NA, NA, NA, NA,3.778,4.056, NA,,2.556, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,92,,,,,,,,,,,,3.9, NA, NA,,, NA,5.6,5, NA, NA, NA, NA,4.4, NA,3.9, NA, NA,5,5.556,4.444,2.778, NA, NA, NA, NA,3.778,4.056, NA,,2.722, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,93,,,,,,,,,,,,3.3, NA, NA,,, NA,5.6,5, NA, NA, NA, NA,5, NA,3.9, NA, NA,6.111,4.444,4.444,2.778, NA, NA, NA, NA,3.833,4.167, NA,,3.167, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,94,,,,,,,,,,,,3.9, NA, NA,,, NA,6.1, NA, NA, NA, NA, NA,4.4, NA,3.3, NA, NA,7.778,4.444,4.444,2.778, NA, NA, NA, NA,4.222,4.389, NA,,3.833, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,95,,,,,,,,,,,,4.4, NA, NA,,, NA,6.1, NA, NA, NA, NA, NA,4.4, NA,3.9, NA, NA,7.778,4.444,4.444,2.778, NA, NA, NA, NA,4.389,4.444, NA,,3.611, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,96,,,,,,,,,,,,3.9, NA, NA,,, NA,6.1, NA, NA, NA, NA, NA,4.4, NA,3.9, NA, NA,5.556,4.444,4.444,2.778, NA, NA, NA, NA,4.278,4.556, NA,,3.778, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,97,,,,,,,,,,,,4.4, NA, NA,,, NA,6.1,2.8, NA, NA, NA, NA,4.4, NA, NA, NA, NA,5.556,4.444,4.444,3.333, NA, NA, NA, NA,4.333,4.667, NA,,3.889, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,98,,,,,,,,,,,, NA, NA, NA,,, NA, NA,5, NA, NA, NA, NA,4.4, NA, NA, NA, NA,5.556,5,5,3.333, NA, NA, NA, NA,4.389,4.722, NA,,4.222, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,99,,,,,,,,,,,, NA, NA, NA,,, NA, NA,5, NA, NA, NA, NA,5, NA, NA, NA, NA,8.889,4.444,5.556,3.333, NA, NA, NA, NA,4.5,4.833, NA,,4.278, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,100,,,,,,,,,,,, NA, NA, NA,,, NA, NA,5, NA, NA, NA, NA,5, NA, NA, NA, NA,6.111,4.444,5,3.889, NA, NA, NA, NA,4.667,5.056, NA,,4.333, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,101,,,,,,,,,,,, NA, NA, NA,,, NA,6.4, NA, NA, NA, NA, NA,5.6, NA, NA, NA, NA,6.667,4.444,6.111,4.444, NA, NA, NA, NA,4.944,5.222, NA,,4.444, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,102,,,,,,,,,,,, NA,5.6, NA,,, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,5.556,5,5.556,4.444, NA, NA, NA, NA,4.5,5.333, NA,,4.611, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,103,,,,,,,,,,,, NA,5.6, NA,,, NA,6.7, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,5.556,5,5.556,3.889, NA, NA, NA, NA,4.5,5.389, NA,,4.778, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,104,,,,,,,,,,,, NA,5.6, NA,,, NA,7.2, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,5.556,4.444,5.556,5, NA, NA, NA, NA,5.167,5.667, NA,,4.778, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,105,,,,,,,,,,,, NA,6.1, NA,,, NA,7.2, NA, NA, NA, NA,6.1, NA, NA,3.9, NA, NA,5.556,5,5.556,3.333, NA, NA, NA, NA,5.222,5.556, NA,,3.111, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,106,,,,,,,,,,,, NA,6.1, NA,,, NA,7.2, NA, NA, NA, NA,7.2, NA, NA,5, NA, NA,5.556,5,5.556,5, NA, NA, NA, NA,5.278,5.611, NA,,3.778, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,107,,,,,,,,,,,, NA,7.2, NA,,, NA, NA, NA, NA, NA, NA,7.8, NA, NA,5, NA, NA,6.111,4.444,5.556,5.556, NA, NA, NA, NA,5.611,5.722, NA,,3.889, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,108,,,,,,,,,,,, NA,6.7, NA,,, NA,7.8,5.6, NA, NA, NA,7.2, NA, NA,5, NA, NA,6.111,4.444,5.556,5, NA, NA, NA, NA,5.833,5.833, NA,,4, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,109,,,,,,,,,,,, NA,6.7, NA,,, NA,8.3,5.6, NA, NA, NA,8.3,6.1, NA,5, NA, NA,7.778,5,5.556,5, NA, NA, NA, NA,5.833,5.889, NA,,4.111, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,110,,,,,,,,,,,, NA,6.7, NA,,, NA,7.8, NA, NA, NA, NA, NA, NA, NA,5.6, NA, NA,6.111,4.444,5.556,5.556, NA, NA, NA, NA,5.889,5.889, NA,,4.333, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,111,,,,,,,,,,,, NA,6.7, NA,,, NA,7.8, NA, NA, NA, NA,7.8,6.1, NA,5.6, NA, NA,6.111,4.444,5.556,5.556, NA, NA, NA, NA,5.833,5.833, NA,,4.5, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,112,,,,,,,,,,,, NA,6.7, NA,,, NA, NA, NA, NA,7.2, NA,7.8, NA, NA,5.6, NA, NA,8.333,4.444,5.556,5.556, NA, NA, NA, NA,5.944,5.944, NA,,4.389, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,113,,,,,,,,,,,, NA,6.7, NA,,, NA, NA, NA, NA, NA, NA,8.3, NA, NA,5.6, NA, NA,8.333,4.444,6.111,5.556, NA, NA, NA, NA,6.167,5.944, NA,,4.5, NA, NA,, NA, NA, NA, NA, NA,4.3, NA
JDA,114,,,,,,,,,,,, NA,7.2, NA,,, NA, NA, NA, NA,6.7, NA, NA, NA, NA,5.6, NA, NA,8.333,5,6.111,7.222, NA, NA, NA, NA,6.389,6, NA,,4.5, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,115,,,,,,,,,,,, NA,7.2, NA,,, NA,8.3,5.6, NA,7.2, NA, NA,6.7, NA,5.6, NA, NA,8.333,5.556,6.111,7.222, NA, NA, NA, NA,6.444,6, NA,,4.5, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,116,,,,,,,,,,,, NA,7.2, NA,,, NA,8.9,5.6, NA, NA, NA, NA, NA, NA,9.4, NA, NA,8.333,6.667,6.667,7.222, NA, NA, NA, NA,6.611, NA, NA,,4.667, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,117,,,,,,,,,,,, NA,6.7, NA,,, NA,8.3,5.6, NA,7.8, NA, NA, NA, NA,5.6, NA, NA,8.333,5.556,6.111,7.222, NA, NA, NA, NA,6.722,6.111, NA,,4.722, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,118,,,,,,,,,,,, NA,6.7, NA,,, NA, NA, NA, NA,7.8, NA, NA, NA, NA,5.6, NA, NA,8.333,6.111,6.667,7.222, NA, NA, NA, NA,6.722,6.167, NA,,4.833, NA, NA,, NA, NA, NA, NA,7.14, NA, NA
JDA,119,,,,,,,,,,,, NA,6.7, NA,,, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,8.889,6.111,6.667,7.222, NA, NA, NA, NA,6.722,6.222, NA,,5, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,120,,,,,,,,,,,, NA,6.7, NA,,, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,13.333,6.111,7.222,7.222, NA, NA, NA, NA,6.833,6.222, NA,,5.111, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,121,,,,,,,,,,,, NA,6.7, NA,,, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,13.333,6.111,6.667,7.222, NA, NA, NA, NA,7,6.278, NA,,5.167, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,122,,,,,,,,,,,, NA,6.1,7.2,,,8.9,8.9,6.1,7.8,7.2, NA,8.9,7.2,7.2,6.1,6.667,6.111,6.111,6.111,7.222,7.222, NA, NA,8.817,4.6,6.833,6.444, NA,,5.333, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,123,,,,,,,,,,,, NA,6.7,7.2,,,8.9,8.9,6.7,7.2,7.2,7.2,8.3,7.2,6.7,7.8,7.778,6.111,6.667,6.667,7.778,7.222, NA, NA,8.617,4.9,7.333,6.444, NA,,5.389, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,124,,,,,,,,,,,, NA,6.1,7.2,,,8.9,8.9,7.2,8.9,8.3,7.2,8.9,6.7,9.4,7.8,6.667,6.667,6.667,6.667,7.778,7.222, NA, NA,8.767,5,7.556,6.5, NA,,5.389, NA, NA,, NA, NA, NA,8, NA, NA, NA
JDA,125,,,,,,,,,,,, NA,6.7,7.8,,,10,8.9,6.7,8.3,9.4,7.2,8.3,7.2,7.2,7.8,6.667,4.444,6.667,6.667,7.222,7.222, NA, NA,8.767,5.4,7.722,6.556, NA,,5.444, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,126,,,,,,,,,,,, NA,6.7,7.8,,,10,8.9,8.3,8.3,8.9,7.2, NA,7.2,6.7,6.7,7.778,7.222,6.111,6.111,7.778,7.778, NA, NA,8.971,5.4,7.833,6.611, NA,,6, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,127,,,,,,,,,,,, NA,6.7,7.2,,,10.6,8.9,6.7, NA,9.4,7.2,8.3,7.8,7.8,4.4,7.778,7.778,6.667,6.667,7.778,7.778, NA, NA,9.333,6.85,7.944,6.667, NA,,5.944, NA, NA,, NA, NA, NA, NA, NA,7.3, NA
JDA,128,,,,,,,,,,,, NA,7.2,8.3,,,10,8.9,7.8, NA,9.4,7.2,8.3,7.2,7.2,5,8.333,7.778,6.111,6.111,7.778,7.778, NA, NA,8.871,7.4,8.111,6.778, NA,,5.833, NA, NA,, NA, NA, NA, NA, NA, NA,8.267
JDA,129,,,,,,,,,,,, NA,7.2,7.8,,,11.1,8.9,7.8,7.8,9.4,7.2,8.3,7.8,8.3,7.8,8.333,8.333,6.667,6.667,8.333,8.333, NA, NA,8.871,7.425,8.167,6.889, NA,,5.889, NA, NA,, NA,7.2, NA, NA, NA, NA, NA
JDA,130,,,,,,,,,,,, NA,7.2,8.3,,,10,8.9,9.4,8.3,9.4,7.2,9.4,7.8,8.3,7.8,7.222,9.444,6.111,6.111,8.889,8.333, NA, NA,9.283,8.075,8.167,7.056, NA,,6.278, NA, NA,, NA, NA,8, NA, NA, NA, NA
JDA,131,,,,,,,,,,,, NA,7.2,8.3,,,11.7,9.4,7.8,8.3,10.6,7.2,9.4,7.8,8.3,7.8,7.778,8.889,6.111,6.111,8.333,8.889, NA, NA,9.517,6.7,7.778,7.167, NA,,6.167, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,132,,,,,,,,,,,, NA,6.7,8.3,,,11.7,9.4,10.6,8.3,9.4,7.2,9.4,8.9,8.3,7.8,6.667,8.889,6.111,6.111,9.167,8.333, NA, NA,9.567,7.3,7.778,7.278, NA,,6.389, NA, NA,, NA, NA, NA, NA,8.68, NA, NA
JDA,133,,,,,,,,,,,, NA,7.2,8.9,,,12.8,10.6,9.4, NA,10.6, NA,10,7.8,8.9,7.8,8.889,8.889,6.667,6.667,8.889,8.333, NA, NA,9.75,8.067,7.667,7.389, NA,,6.444, NA, NA,,8.1, NA, NA, NA, NA, NA, NA
JDA,134,,,,,,,,,,,, NA,7.8,9.4,,,11.1,11.1,10, NA,10.6,7.8,9.4,8.3, NA,7.8,10,8.889,6.667,6.667,9.444,8.333, NA, NA,9.683,8.2,7.722,7.333, NA,,7.444, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,135,,,,,,,,,,,, NA,8.3,9.4,,,12.2,10,10, NA,10.6, NA,9.4,8.3, NA,8.3,10,7.222,6.111,6.111,9.444,8.333, NA, NA,9.967,8.76,7.833,7.278, NA,,7.111, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,136,,,,,,,,,,,, NA,8.9,8.9,,,11.1,10, NA,7.8,10.6,7.2,9.4,8.9,8.9,7.8,10.556,9.444,6.667,6.667,10,7.778, NA, NA,9.843,9.6,8,7.333, NA,,7, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,137,,,,,,,,,,,, NA,8.9,8.9,,,11.7,10, NA,8.9,11.1, NA,9.4,9.4,9.4,8.3,12.222,7.222,6.667,6.667,9.444,8.889, NA, NA,9.743,8.78,8.5,7.333, NA,,7.167, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,138,,,,,,,,,,,, NA,8.3,9.4,,,11.7,11.7,9.4,8.9,11.1,10,9.4,9.4,9.4,8.3,11.111,10.556,6.667,6.667,10,10, NA,10.5,9.683,8.94,8.667,7.5, NA,,7.944, NA, NA,, NA, NA, NA,9.1, NA, NA, NA
JDA,139,,,,,,,,,,,, NA,8.9,9.4,,,12.2,10.6,9.4,8.9,10.6,10,10,9.4,9.4,8.3,10,7.778,6.667,6.667,10,9.444, NA,10.5,9.617,9.067,8.611,7.5, NA,,7.667, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,140,,,,,,,,,,,, NA,9.4,9.4,,,12.8,10,9.4,8.9,10.6,9.4,9.4,9.4,10,8.3,10,9.444,8.333,8.333,10.556,10, NA,10.557,9.633,9.1,8.944,8.167, NA,,7.944, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,141,,,,,,,,,,,, NA, NA,9.4,,,12.2,11.1,9.4,8.9,10.6,9.4,11.1,9.4,10,8.3,10,8.889,8.333,8.333,10,10.556, NA,11,10.033,9.22,9.167,8.556, NA,,8.389, NA, NA,, NA, NA, NA, NA, NA,8.933, NA
JDA,142,,,,,,,,,,,, NA, NA,10,,,11.7,11.1,9.4,8.9,11.1,7.8,11.1,10.6,9.4,8.3,10,9.444,8.889,8.889,11.111,10.556, NA,11.057,10.483,9.125,9.278,8.778, NA,,9, NA, NA,, NA, NA, NA, NA, NA, NA,9.033
JDA,143,,,,,,,,,,,, NA, NA,11.1,,,11.1,11.1,9.4,8.3, NA,10,13.3,10,9.4,8.3,10.556,8.889,8.333,8.333,10.556,11.111,9.65,11.117,10.143,8.8,9.222,8.667, NA,,9.167, NA, NA,, NA,8.8, NA, NA, NA, NA, NA
JDA,144,,,,,,,,,,,, NA, NA,10.6,,,11.7,10.6,9.4,9.4,12.2,9.9,12.2,10,9.4,10,11.111,11.111,8.333,8.333,11.389,10.556,9.983,11.05,10.214,8.625,8.944,8.667, NA,,9.333, NA, NA,, NA, NA,9.95, NA, NA, NA, NA
JDA,145,,,,,,,,,,,, NA, NA,10.6,,,11.7,11.1,9.4,10,11.7,9.4,10.6,10,8.9,8.3,11.667,12.778,8.333,8.333,11.111,10,10,10.74,10.6,8.333,9,8.944, NA,,9.444, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,146,,,,,,,,,,,, NA, NA,10,,,11.7,11.1,9.4,11.7, NA,10,11.1,10,9.4,9.4,11.111,7.222,8.333,8.333,11.667,10,10.233,11.05,10.443,8.267,10.778,9, NA,,10.167, NA, NA,, NA, NA, NA, NA,9.2, NA, NA
JDA,147,,,,,,,,,,,, NA, NA,9.4,,,11.7,10.6,9.4,13.3, NA,10.6,11.7,10.6,9.4,10.6,11.667,11.111,8.333,8.333,11.111,10.556,11.367,11.65,10.383,8.35,10.783,9.222, NA,,9.889, NA, NA,,9.1, NA, NA, NA, NA, NA, NA
JDA,148,,,,,,,,,,,, NA, NA,10,,,12.8,10,11.7,11.1,10.6,10.6,12.2,10.6,9.4,11.1,12.222,11.111,9.444,9.444,11.111,10.556,12.217,11.96,10.371,8.375,9,9.167, NA,,10.333, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,149,,,,,,,,,,,, NA, NA,10,,,12.2,10.6,8.9,11.1,10.6,11.1,10.6,10,9.4,10.6,11.667,11.111,9.444,9.444,11.111,11.667,11.043,11.96,10.05,8.7,8.889,9.222, NA,,10.611, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,150,,,,,,,,,,,, NA, NA,11.7,,,12.2,11.1,10.6,11.1,10,10,13.9,9.4,10,10,12.222,11.111,10,10,10.556,11.111,10.75,12.06,10,9,8.889,9.278,8.387,,10.444, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,151,,,,,,,,,,,, NA, NA,11.7,,,11.7,11.1,11.1,11.7,10.6,10,13.3,10.6,10,9.4,12.222,8.889,10,10,10.556,11.667,10.75,12.76,10.378,9.8,8.833,9.444,8.304,,10.889, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,152,,,,,,,,,,,, NA, NA,11.1,,,12.2,11.1,9.4,11.7,13.9,10,13.3,10.6,10,10.6,13.333,12.222,12.222,10,11.111,11.111,10.7,12.514,10.783,9.6,8.833,9.667,8.408,,10.778, NA, NA,, NA, NA, NA,12.5, NA, NA, NA
JDA,153,,,,,,,,,,,, NA, NA,11.7,,,12.2,11.7,11.1,11.7,11.7,11.1,12.8,10,10.6,10.6,12.222,9.444,12.222,10,11.111,11.667,10.886,12.94,10.671,9.8,8.889,9.889,8.608,,10.889, NA, NA,, NA, NA, NA, NA,11.7, NA, NA
JDA,154,,,,,,,,,,,, NA, NA,12.2,,,13.3,11.7,10,11.7,11.7,10.6,12.8,10,10,10.6,13.333,12.778,14.444,10,11.111,11.667,11.017,13.15,10.814,9.4,9.167,9.889,8.804,,11.222, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,155,,,,,,,,,,,, NA, NA,12.2,,,13.3,11.7,10.6,12.2,11.7,10.6,13.9,10,10,10.6,12.222,11.111,15,10.556,11.111,11.111,11.371, NA,10.814,9.514,9.389,10.167,8.912,,11.444, NA, NA,, NA, NA, NA, NA,12,11.267, NA
JDA,156,,,,,,,,,,,, NA, NA,11.7,,,13.3,11.7,10.6,12.2,11.7,10.6,14.4,10,10.6,10.6,13.333,8.889,12.778,10.556,11.667,11.667,11.25, NA,11.057,10.7,9.5,10.278,9.208,,12.056, NA, NA,, NA, NA, NA, NA, NA, NA,10.1
JDA,157,,,,,,,,,,,, NA, NA,11.7,,,13.9,11.7,10.6,12.8,11.7,-16.5,13.3,10,11.1,10,13.333,11.111,15,11.111,11.111,11.667,11.133, NA,10.943,10.225,9.611,10.333,9.412,,11.778, NA, NA,, NA,10.3, NA, NA, NA, NA, NA
JDA,158,,,,,,,,,,,, NA, NA,12.2,,,13.9,11.7,10.6,12.8,12.2,11.1,13.9, NA,10.6,10,14.444,10,15,10.556,11.667,12.222,11.25,14.867,11.012,9.9,9.556,10.5,9.688,,11.833, NA, NA,, NA, NA,11.35, NA, NA, NA, NA
JDA,159,,,,,,,,,,,, NA, NA,11.7,,,13.3,11.7,10,13.3,12.8,11.1,14.4, NA,10.6,10,13.333,11.111,13.333,11.111,11.667,12.778,11.517,13.729,11.017,9.7,9.611,10.222,9.4,,11.722, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,160,,,,,,,,,,,, NA, NA,12.2,,,13.9,11.7,-15,12.2,12.2,11.1,14.4,11.1,10.6,10.6,14.444,10.556,13.333,11.111,12.222,12.222,11.633,13.6,11.113,10.52,9.722,10,9.4,,11.778, NA, NA,, NA, NA, NA, NA,12.1, NA, NA
JDA,161,,,,,,,,,,,, NA, NA,12.8,,,13.9,11.7,12.8,12.8,12.2,11.1,13.9,12.2,11.1,10.6,14.444,11.667,13.333,11.111,12.222,12.778,12.85,14.05,11.117,11.45,9.722,10,9.4,,11.889, NA, NA,,12.1, NA, NA, NA, NA, NA, NA
JDA,162,,,,,,,,,,,, NA, NA,12.8,,,13.9,12.2,11.1,12.8,11.7,11.1,13.9,12.2,11.1,10.6,10,11.667,12.778,11.111,11.667,12.778,13.933,14.333,11.4,11.55,9.833,9.833,9.408,,11.889, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,163,,,,,,,,,,,, NA, NA,12.8,,,13.9,12.2,11.7,12.8,12.2,10.6,12.8,12.2,12.2,10.6,14.444,14.444,13.333,11.111,11.667,13.333,12.983,14.267,11.617,11.7,9.833,10.111,9.6,,12.111, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,164,,,,,,,,,,,, NA, NA,12.8,,,13.9,12.2,-15.3,13.3,12.8,10.6,13.3,11.7,12.2,10.6,14.444,11.667,13.333,13.889,11.667,13.056,12.2,14.367,11.633, NA,10.056,10.111, NA,,12.444, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,165,,,,,,,,,,,, NA, NA,12.8,,,15,12.2,-15.3,13.3,12.8,11.1,12.8,12.2,11.7,11.1,14.444,11.111,13.889,12.222,11.667,12.222,12.7,14.686,11.44,11.883,10.5,10.444, NA,,11.722, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,166,,,,,,,,,,,, NA, NA,12.8,,,14.4,12.2,-14.7,13.3,13.3,10.6,12.8,11.7,12.2, NA,14.444,12.222,13.333,11.111,11.667,12.222,13.45,14.571,11.783,12.4,10.667,10.778, NA,,11.556,12.633, NA,, NA, NA, NA,14.65, NA, NA, NA
JDA,167,,,,,,,,,,,, NA, NA,13.3,,,14.4,12.2,12.8,13.9,12.8,11.1,12.8,11.7,12.8,11.7,13.333,14.444,13.333,11.111,11.667,12.778,13.129,14.386,11.886,13.08,10.944,10.833, NA,,11.611,12.7, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,168,,,,,,,,,,,, NA, NA,13.3,,,13.9,12.2,12.8,13.9, NA,10.6,12.2,13.3,13.3,12.2,14.444,14.444,13.889,11.667,11.667,12.778,13.233,14.933,12.317,13.4,11.167,10.944, NA,,11.722, NA, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,169,,,,,,,,,,,, NA, NA,13.3,,,14.4,12.2,11.7,14.4,12.2,11.7,13.3, NA,12.2,12.2,13.889,15,13.889,11.667,11.667,12.778,13.167,14.55,12.738,13.05,11.333,11.056, NA,,11.722, NA, NA,, NA, NA, NA, NA, NA,11.533, NA
JDA,170,,,,,,,,,,,, NA, NA,13.9,,,14.4,12.2,12.8,13.9,12.8,11.1,12.2, NA,12.8,13.9,14.444,14.444,14.444,12.222,12.5,12.778,13.333,14.443,13.6,13.283,10.944,11.222, NA,,12.667, NA, NA,, NA, NA, NA, NA, NA, NA,13.467
JDA,171,,,,,,,,,,,, NA, NA, NA,,,14.4,12.8,13.3,13.9,13.9,11.1,12.2,12.8,12.2,13.3,15.556,15,13.889,11.667,12.222,12.778,14.1,14.3,13.014,13.667,10.944,12.278, NA,,12.444, NA, NA,, NA,12.5, NA, NA, NA, NA, NA
JDA,172,,,,,,,,,,,, NA, NA, NA,,,14.4,13.3,12.8,14.4,13.9,12.2, NA,11.7,12.2,13.3,14.444,15,13.333,11.667,12.778,13.333,14.667,14.871,13.083,14.133,11.5,11.667, NA,,12.444,6.867, NA,, NA, NA,11.6, NA, NA, NA, NA
JDA,173,,,,,,,,,,,, NA, NA, NA,,,14.4,13.9,12.8,16.1,14.4,12.2,12.2,11.7,12.2,13.9,15.556,15.556,14.444,12.222,12.778,12.889,13.529,14.583,13.033,14.567,11.722,12.667, NA,,12.167,7.077, NA,, NA, NA, NA, NA, NA, NA, NA
JDA,174,,,,,,,,,,,, NA, NA, NA,,,14.4,13.9,12.8,16.1, NA, NA,12.8,12.8,12.8,13.9,14.444,15.556,13.333,12.222,13.056,12.778,13.833,14.183,13.629,14.7,12.167,13.111, NA,,12.111,7.642, NA,, NA, NA, NA, NA,12.3, NA, NA
JDA,175,,,,,,,,,,,, NA, NA, NA,,,15,13.9,10,15.6,14.4,13.9,12.8,12.2, NA,13.9,15.556,14.444,13.889,12.778,12.778,12.778,13.45,14.533,14.229,14.767,12.833,14.413, NA,,12.222,7.019,12.6,,12.95, NA, NA, NA, NA, NA, NA
JDA,176,,,,,,,,,,,, NA, NA, NA,,,15,13.9,13.9,15.6,15,13.9,13.3,13.9,12.2,13.9,15.556,15.556,13.889,12.222,13.056,12.778,13.633,14.471,14.229,15.1,11.5,14.056, NA,,12,7.2, NA,, NA, NA, NA, NA, NA, NA, NA
