year,mo,da,tempc
1965,7,11,17.7777777777778
1965,7,12,17.7777777777778
1965,7,13,17.7777777777778
1965,7,14,18.3333333333333
1965,7,15,18.3333333333333
1965,7,16,18.3333333333333
1965,7,17,18.8888888888889
1965,7,18,18.3333333333333
1965,7,19,18.3333333333333
1965,7,20,18.8888888888889
1965,7,21,18.8888888888889
1965,7,22,18.8888888888889
1965,7,23,18.8888888888889
1965,7,24,18.8888888888889
1965,7,25,19.4444444444444
1965,7,26,19.4444444444444
1965,7,27,19.4444444444444
1965,7,28,19.4444444444444
1965,7,29,20
1965,7,30,20
1965,7,31,20
1965,8,1,20.5555555555556
1965,8,2,20.5555555555556
1965,8,3,20.5555555555556
1965,8,4,20
1965,8,5,20.5555555555556
1965,8,6,20.5555555555556
1965,8,7,20.5555555555556
1965,8,8,20.5555555555556
1965,8,9,21.1111111111111
1965,8,10,21.6666666666667
1965,8,11,21.6666666666667
1965,8,12,21.6666666666667
1965,8,13,21.6666666666667
1965,8,14,21.6666666666667
1965,8,15,21.6666666666667
1965,8,16,21.6666666666667
1965,8,17,21.6666666666667
1965,8,18,22.2222222222222
1965,8,19,21.6666666666667
1965,8,20,21.1111111111111
1965,8,21,21.1111111111111
1965,8,22,21.1111111111111
1965,8,23,21.1111111111111
1965,8,24,21.1111111111111
1965,8,25,21.1111111111111
1965,8,26,21.1111111111111
1965,8,27,20.5555555555556
1965,8,28,20
1965,8,29,20
1965,8,30,20
1965,8,31,19.4444444444444
1965,9,1,18.3333333333333
1965,9,2,18.8888888888889
1965,9,3,18.8888888888889
1965,9,4,18.8888888888889
1965,9,5,18.8888888888889
1965,9,6,18.3333333333333
1965,9,7,17.7777777777778
1965,9,8,18.8888888888889
1965,9,9,18.8888888888889
1965,9,10,18.8888888888889
1965,9,11,18.3333333333333
1965,9,12,18.3333333333333
1965,9,13,18.8888888888889
1965,9,14,17.7777777777778
1965,9,15,17.7777777777778
1965,9,16,17.7777777777778
1965,9,17,17.7777777777778
1965,9,18,17.2222222222222
1965,9,19,16.6666666666667
1965,9,20,17.2222222222222
1965,9,21,17.2222222222222
1965,9,22,16.6666666666667
1965,9,23,17.2222222222222
1965,9,24,17.2222222222222
1965,9,25,17.2222222222222
1965,9,26,17.2222222222222
1965,9,27,16.6666666666667
1965,9,28,16.6666666666667
1965,9,29,16.6666666666667
1965,9,30,16.6666666666667
1965,10,1,16.6666666666667
1965,10,2,16.1111111111111
1965,10,3,16.1111111111111
1965,10,4,16.6666666666667
1965,10,5,16.1111111111111
1965,10,6,16.6666666666667
1965,10,7,16.6666666666667
1965,10,8,16.6666666666667
1965,10,9,16.6666666666667
1965,10,10,16.6666666666667
1965,10,11,16.6666666666667
1965,10,12,16.6666666666667
1965,10,13,16.6666666666667
1965,10,14,16.6666666666667
1965,10,15,16.6666666666667
1965,10,16,15.5555555555556
1965,10,17,15.5555555555556
1965,10,18,15.5555555555556
1965,10,19,15.5555555555556
1965,10,20,15
1965,10,21,14.4444444444444
1965,10,22,14.4444444444444
1965,10,23,14.4444444444444
1965,10,24,14.4444444444444
1965,10,25,14.4444444444444
1965,10,26,15
1965,10,27,14.4444444444444
1965,10,28,15
1965,10,29,14.4444444444444
1965,10,30,14.4444444444444
1965,10,31,14.4444444444444
1965,11,1,14.4444444444444
1965,11,2,14.4444444444444
1965,11,3,13.8888888888889
1965,11,4,13.8888888888889
1965,11,5,13.8888888888889
1965,11,6,13.8888888888889
1965,11,7,13.8888888888889
1965,11,8,13.3333333333333
1965,11,9,13.3333333333333
1965,11,10,13.3333333333333
1965,11,11,12.7777777777778
1965,11,12,12.7777777777778
1965,11,13,12.2222222222222
1965,11,14,12.2222222222222
1965,11,15,12.2222222222222
1965,11,16,11.6666666666667
1965,11,17,11.6666666666667
1965,11,18,11.6666666666667
1965,11,19,11.6666666666667
1965,11,20,11.1111111111111
1965,11,21,12.2222222222222
1965,11,22,11.1111111111111
1965,11,23,11.1111111111111
1965,11,24,10.5555555555556
1965,11,25,10
1965,11,26,10
1965,11,27,10
1965,11,28,9.44444444444444
1965,11,29,9.44444444444444
1965,11,30,8.88888888888889
1966,3,11,6.11111111111111
1966,3,12,5
1966,3,13,5
1966,3,14,6.66666666666667
1966,3,15,6.66666666666667
1966,3,16,6.66666666666667
1966,3,17,5.55555555555556
1966,3,18,5.55555555555556
1966,3,19,6.11111111111111
1966,3,20,6.11111111111111
1966,3,21,6.66666666666667
1966,3,22,6.66666666666667
1966,3,23,6.66666666666667
1966,3,24,6.66666666666667
1966,3,25,7.22222222222222
1966,3,26,7.22222222222222
1966,3,27,7.77777777777778
1966,3,28,7.77777777777778
1966,3,29,8.33333333333333
1966,3,30,8.88888888888889
1966,3,31,8.88888888888889
1966,4,1,8.88888888888889
1966,4,2,8.88888888888889
1966,4,3,8.88888888888889
1966,4,4,9.44444444444444
1966,4,5,9.44444444444444
1966,4,6,9.44444444444444
1966,4,7,10
1966,4,8,10
1966,4,9,10
1966,4,10,11.1111111111111
1966,4,11,11.1111111111111
1966,4,12,10.5555555555556
1966,4,13,10.5555555555556
1966,4,14,10.5555555555556
1966,4,15,10.5555555555556
1966,4,16,11.1111111111111
1966,4,17,11.1111111111111
1966,4,18,11.1111111111111
1966,4,19,11.1111111111111
1966,4,20,11.6666666666667
1966,4,21,11.1111111111111
1966,4,22,10.5555555555556
1966,4,23,10.5555555555556
1966,4,24,10.5555555555556
1966,4,25,11.1111111111111
1966,4,26,10.5555555555556
1966,4,27,10.5555555555556
1966,4,28,11.1111111111111
1966,4,29,11.1111111111111
1966,4,30,11.1111111111111
1966,5,1,11.1111111111111
1966,5,2,11.6666666666667
1966,5,3,12.2222222222222
1966,5,4,12.2222222222222
1966,5,5,12.7777777777778
1966,5,6,13.3333333333333
1966,5,7,13.3333333333333
1966,5,8,13.8888888888889
1966,5,9,14.4444444444444
1966,5,10,13.8888888888889
1966,5,11,13.8888888888889
1966,5,12,13.8888888888889
1966,5,13,13.3333333333333
1966,5,14,12.7777777777778
1966,5,15,12.2222222222222
1966,5,16,11.6666666666667
1966,5,17,11.6666666666667
1966,5,18,11.6666666666667
1966,5,19,12.2222222222222
1966,5,20,12.2222222222222
1966,5,21,12.2222222222222
1966,5,22,12.2222222222222
1966,5,23,12.7777777777778
1966,5,24,12.7777777777778
1966,5,25,12.7777777777778
1966,5,26,13.3333333333333
1966,5,27,13.8888888888889
1966,5,28,13.8888888888889
1966,5,29,13.8888888888889
1966,5,30,13.8888888888889
1966,5,31,13.8888888888889
1966,6,1,13.8888888888889
1966,6,2,13.3333333333333
1966,6,3,13.3333333333333
1966,6,4,13.3333333333333
1966,6,5,13.3333333333333
1966,6,6,13.8888888888889
1966,6,7,13.8888888888889
1966,6,8,13.8888888888889
1966,6,9,14.4444444444444
1966,6,10,14.4444444444444
1966,6,11,14.4444444444444
1966,6,12,14.4444444444444
1966,6,13,14.4444444444444
1966,6,14,14.4444444444444
1966,6,15,15
1966,6,16,15.5555555555556
1966,6,17,15.5555555555556
1966,6,18,15.5555555555556
1966,6,19,15.5555555555556
1966,6,20,15.5555555555556
1966,6,21,15.5555555555556
1966,6,22,16.1111111111111
1966,6,23,15.5555555555556
1966,6,24,15.5555555555556
1966,6,25,15.5555555555556
1966,6,26,15
1966,6,27,16.1111111111111
1966,6,28,16.1111111111111
1966,6,29,15.5555555555556
1966,6,30,15.5555555555556
1966,7,1,15.5555555555556
1966,7,2,15.5555555555556
1966,7,3,15.5555555555556
1966,7,4,15.5555555555556
1966,7,5,15
1966,7,6,14.4444444444444
1966,7,8,16.1111111111111
1966,7,9,16.6666666666667
1966,7,10,16.6666666666667
1966,7,11,17.2222222222222
1966,7,12,17.2222222222222
1966,7,13,17.2222222222222
1966,7,14,17.7777777777778
1966,7,15,17.7777777777778
1966,7,16,17.7777777777778
1966,7,17,18.3333333333333
1966,7,18,18.3333333333333
1966,7,19,18.3333333333333
1966,7,20,18.3333333333333
1966,7,21,18.8888888888889
1966,7,22,18.8888888888889
1966,7,23,18.8888888888889
1966,7,24,18.8888888888889
1966,7,25,18.8888888888889
1966,7,26,18.8888888888889
1966,7,27,18.8888888888889
1966,7,28,18.8888888888889
1966,7,29,18.8888888888889
1966,7,30,18.8888888888889
1966,7,31,18.8888888888889
1966,8,1,19.4444444444444
1966,8,2,19.4444444444444
1966,8,3,19.4444444444444
1966,8,4,19.4444444444444
1966,8,5,19.4444444444444
1966,8,6,20
1966,8,7,20
1966,8,8,20
1966,8,9,19.4444444444444
1966,8,10,20
1966,8,11,20
1966,8,12,20
1966,8,13,20
1966,8,14,20
1966,8,15,20
1966,8,16,20
1966,8,17,20
1966,8,18,18.8888888888889
1966,8,19,18.8888888888889
1966,8,20,18.8888888888889
1966,8,21,19.4444444444444
1966,8,22,20
1966,8,23,20
1966,8,24,20
1966,8,25,20
1966,8,26,19.4444444444444
1966,8,27,19.4444444444444
1966,8,28,19.4444444444444
1966,8,29,19.4444444444444
1966,8,30,19.4444444444444
1966,8,31,19.4444444444444
1966,9,1,18.8888888888889
1966,9,2,18.3333333333333
1966,9,3,18.8888888888889
1966,9,4,18.8888888888889
1966,9,5,18.8888888888889
1966,9,6,20
1966,9,7,20
1966,9,8,20
1966,9,9,20
1966,9,10,20
1966,9,11,20
1966,9,12,19.4444444444444
1966,9,13,19.4444444444444
1966,9,14,18.8888888888889
1966,9,15,18.3333333333333
1966,9,16,18.3333333333333
1966,9,17,18.3333333333333
1966,9,18,18.3333333333333
1966,9,19,18.3333333333333
1966,9,20,18.3333333333333
1966,9,21,18.3333333333333
1966,9,22,18.8888888888889
1966,9,23,18.8888888888889
1966,9,24,18.8888888888889
1966,9,25,18.3333333333333
1966,9,26,18.8888888888889
1966,9,27,18.8888888888889
1966,9,28,18.8888888888889
1966,9,29,18.8888888888889
1966,9,30,18.8888888888889
1966,10,1,18.8888888888889
1966,10,2,18.3333333333333
1966,10,3,18.3333333333333
1966,10,4,18.3333333333333
1966,10,5,18.3333333333333
1966,10,6,18.3333333333333
1966,10,7,18.3333333333333
1966,10,8,17.7777777777778
1966,10,9,17.2222222222222
1966,10,10,17.2222222222222
1966,10,11,17.2222222222222
1966,10,12,16.6666666666667
1966,10,13,16.6666666666667
1966,10,14,15.5555555555556
1966,10,15,15.5555555555556
1966,10,16,15.5555555555556
1966,10,17,15
1966,10,18,14.4444444444444
1966,10,19,14.4444444444444
1966,10,20,14.4444444444444
1966,10,21,14.4444444444444
1966,10,22,13.3333333333333
1966,10,23,12.7777777777778
1966,10,24,13.3333333333333
1966,10,25,13.3333333333333
1966,10,26,13.3333333333333
1966,10,27,12.7777777777778
1966,10,28,12.7777777777778
1966,10,29,13.3333333333333
1966,10,30,13.3333333333333
1966,10,31,13.3333333333333
1966,11,1,12.7777777777778
1966,11,2,12.7777777777778
1966,11,3,12.2222222222222
1966,11,4,12.2222222222222
1966,11,5,12.2222222222222
1966,11,6,12.7777777777778
1966,11,7,12.7777777777778
1966,11,8,12.2222222222222
1966,11,9,12.2222222222222
1966,11,10,11.6666666666667
1966,11,11,11.6666666666667
1966,11,12,11.6666666666667
1966,11,13,11.1111111111111
1966,11,14,11.1111111111111
1966,11,15,10.5555555555556
1966,11,16,10.5555555555556
1966,11,17,10.5555555555556
1966,11,18,10.5555555555556
1966,11,19,10.5555555555556
1966,11,20,10.5555555555556
1966,11,21,10.5555555555556
1966,11,22,10.5555555555556
1966,11,23,10
1966,11,24,10
1966,11,25,10
1966,11,26,10
1969,7,10,18.3333333333333
1969,7,13,18.8888888888889
1974,11,1,13.889
1974,11,2,13.889
1974,11,3,13.33344
1974,11,4,13.33344
1974,11,5,13.33344
1974,11,6,13.33344
1974,11,7,13.33344
1974,11,8,13.33344
1974,11,9,12.77788
1974,11,10,12.77788
1974,11,11,12.77788
1974,11,12,12.22232
1974,11,13,12.22232
1974,11,14,12.22232
1974,11,15,12.22232
1975,3,15,5.5556
1975,3,16,5.5556
1975,3,17,5.5556
1975,3,18,5.5556
1975,3,19,5.5556
1975,3,20,5.5556
1975,3,21,5.5556
1975,3,22,5.5556
1975,3,23,6.11116
1975,3,24,6.11116
1975,3,25,6.11116
1975,3,26,6.66672
1975,3,27,7.22228
1975,3,28,6.11116
1975,3,29,6.11116
1975,3,30,6.66672
1975,3,31,6.66672
1975,4,2,6.11116
1975,4,3,6.66672
1975,4,4,6.11116
1975,4,5,6.11116
1975,4,6,6.66672
1975,4,7,6.66672
1975,4,8,6.66672
1975,4,9,7.22228
1975,4,10,7.22228
1975,4,11,7.77784
1975,4,12,7.77784
1975,4,13,7.77784
1975,4,14,7.77784
1975,4,15,7.77784
1975,4,16,7.77784
1975,4,17,7.77784
1975,4,18,8.3334
1975,4,19,8.3334
1975,4,20,8.3334
1975,4,21,8.88896
1975,4,22,9.44452
1975,4,23,9.44452
1975,4,24,9.44452
1975,4,25,9.44452
1975,4,26,9.44452
1975,4,27,9.44452
1975,4,28,10.00008
1975,4,29,9.44452
1975,4,30,10.00008
1975,5,1,10.55564
1975,5,2,10.55564
1975,5,3,10.55564
1975,5,4,10.55564
1975,5,5,10.55564
1975,5,6,10.55564
1975,5,7,11.1112
1975,5,8,11.66676
1975,5,9,11.66676
1975,5,10,11.66676
1975,5,11,11.66676
1975,5,12,11.66676
1975,5,15,12.22232
1975,5,16,12.77788
1975,5,18,13.33344
1975,5,19,13.33344
1975,5,20,12.77788
1975,5,22,12.77788
1975,5,23,13.33344
1975,5,24,13.33344
1975,5,25,13.33344
1975,5,26,13.889
1975,5,27,13.889
1975,5,28,13.33344
1975,5,29,13.889
1975,5,30,13.889
1975,5,31,13.889
1975,6,1,13.889
1975,6,2,13.889
1975,6,3,14.44456
1975,6,4,14.44456
1975,6,5,15.00012
1975,6,6,15.55568
1975,6,7,15.55568
1975,6,8,15.00012
1975,6,9,15.55568
1975,6,10,15.55568
1975,6,11,16.11124
1975,6,12,16.11124
1975,6,13,16.11124
1975,6,14,16.11124
1975,6,15,16.11124
1975,6,16,16.11124
1975,6,18,15.55568
1975,6,19,15.55568
1975,6,20,15.55568
1975,6,21,15.55568
1975,6,22,15.55568
1975,6,23,15.55568
1975,6,24,15.55568
1975,6,25,15.00012
1975,6,26,15.00012
1975,6,27,15.00012
1975,6,28,15.00012
1975,6,29,15.55568
1975,6,30,15.55568
1975,7,1,15.55568
1975,7,2,15.55568
1975,7,3,15.55568
1975,7,4,15.55568
1975,7,5,16.11124
1975,7,6,16.6668
1975,7,7,17.22236
1975,7,8,17.22236
1975,7,9,17.77792
1975,7,10,18.33348
1975,7,11,18.33348
1975,7,12,18.33348
1975,7,13,18.33348
1975,7,14,18.33348
1975,7,15,18.33348
1975,7,16,18.88904
1975,7,17,18.88904
1975,7,18,18.88904
1975,7,19,19.4446
1975,7,20,19.4446
1975,7,21,20.00016
1975,7,22,20.00016
1975,7,23,20.00016
1975,7,24,20.00016
1975,7,25,20.55572
1975,7,26,20.55572
1975,7,27,21.11128
1975,7,28,21.11128
1975,7,29,21.11128
1975,7,30,21.11128
1975,8,1,20.55572
1975,8,2,20.55572
1975,8,3,20.55572
1975,8,4,20.55572
1975,8,5,21.11128
1975,8,6,21.11128
1975,8,7,21.11128
1975,8,8,20.55572
1975,8,9,20.55572
1975,8,10,20.55572
1975,8,11,20.55572
1975,8,12,20.55572
1975,8,13,21.11128
1975,8,14,21.11128
1975,8,15,21.11128
1975,8,16,21.11128
1975,8,17,21.11128
1975,8,18,20.55572
1975,8,19,20.55572
1975,8,20,20.00016
1975,8,21,20.55572
1975,8,22,20.00016
1975,8,23,20.00016
1975,8,24,20.00016
1975,8,25,20.00016
1975,8,26,20.00016
1975,8,27,20.00016
1975,8,28,19.4446
1975,8,29,19.4446
1975,8,31,19.4446
1975,9,1,19.4446
1975,9,2,18.88904
1975,9,3,18.88904
1975,9,4,18.88904
1975,9,5,18.88904
1975,9,6,18.88904
1975,9,7,19.4446
1975,9,8,20.00016
1975,9,9,19.4446
1975,9,10,19.4446
1975,9,11,19.4446
1975,9,12,20.00016
1975,9,13,20.00016
1975,9,14,19.4446
1975,9,15,20.00016
1975,9,16,20.00016
1975,9,17,20.00016
1975,9,18,19.4446
1975,9,19,19.4446
1975,9,20,19.4446
1975,9,21,18.88904
1975,9,22,18.88904
1975,9,23,18.88904
1975,9,24,18.88904
1975,9,25,18.88904
1975,9,26,18.88904
1975,9,28,18.88904
1975,9,29,18.33348
1975,9,30,18.33348
1975,10,2,18.33348
1975,10,3,18.33348
1975,10,4,18.33348
1975,10,5,18.33348
1975,10,6,18.33348
1975,10,7,17.77792
1975,10,8,16.6668
1975,10,9,17.22236
1975,10,10,17.22236
1975,10,11,16.6668
1975,10,12,17.22236
1975,10,13,17.22236
1975,10,14,16.6668
1975,10,15,16.6668
1975,10,16,16.6668
1975,10,17,16.6668
1975,10,18,16.6668
1975,10,19,16.6668
1975,10,20,16.11124
1975,10,21,15.55568
1975,10,22,15.55568
1975,10,23,15.00012
1975,10,24,15.00012
1975,10,25,14.44456
1975,10,26,14.44456
1975,10,28,14.44456
1975,10,29,14.44456
1975,10,31,13.889
1975,11,1,13.889
1975,11,2,13.889
1975,11,3,13.33344
1975,11,4,13.33344
1975,11,5,13.33344
1975,11,6,13.33344
1975,11,7,12.77788
1975,11,8,10.55564
1975,11,9,12.77788
1975,11,10,11.66676
1975,11,11,11.66676
1975,11,12,11.66676
1975,11,13,11.1112
1975,11,14,11.1112
1975,11,15,11.1112
1976,3,15,5.00004
1976,3,16,5.00004
1976,3,17,5.00004
1976,3,18,5.00004
1976,3,19,5.5556
1976,3,20,5.5556
1976,3,21,5.5556
1976,3,22,5.5556
1976,3,24,5.5556
1976,3,25,5.00004
1976,3,26,6.11116
1976,3,27,6.11116
1976,3,28,6.66672
1976,3,29,6.66672
1976,3,30,6.66672
1976,3,31,6.66672
1976,4,1,6.66672
1976,4,2,6.66672
1976,4,3,6.66672
1976,4,4,7.22228
1976,4,5,7.22228
1976,4,6,7.77784
1976,4,7,7.77784
1976,4,8,7.77784
1976,4,9,7.77784
1976,4,10,7.77784
1976,4,12,8.3334
1976,4,13,8.3334
1976,4,14,8.3334
1976,4,15,8.88896
1976,4,16,8.88896
1976,4,17,8.88896
1976,4,18,8.88896
1976,4,19,8.88896
1976,4,20,9.44452
1976,4,21,9.44452
1976,4,22,9.44452
1976,4,23,9.44452
1976,4,24,9.44452
1976,4,25,9.44452
1976,4,26,9.44452
1976,4,27,9.44452
1976,4,28,9.44452
1976,4,29,9.44452
1976,4,30,10.00008
1976,5,2,10.00008
1976,5,3,10.55564
1976,5,4,11.1112
1976,5,5,10.55564
1976,5,6,10.55564
1976,5,7,11.66676
1976,5,8,11.66676
1976,5,9,12.77788
1976,5,10,12.77788
1976,5,11,12.77788
1976,5,12,12.77788
1976,5,13,13.33344
1976,5,14,13.33344
1976,5,15,13.33344
1976,5,16,13.33344
1976,5,17,13.33344
1976,5,18,13.33344
1976,5,19,13.33344
1976,5,20,13.33344
1976,5,21,13.33344
1976,5,22,13.33344
1976,5,23,13.33344
1976,5,24,13.33344
1976,5,25,13.33344
1976,5,27,13.33344
1976,5,28,13.33344
1976,5,29,13.33344
1976,5,30,13.33344
1976,5,31,13.33344
1976,6,1,13.33344
1976,6,2,13.33344
1976,6,3,13.33344
1976,6,4,13.33344
1976,6,5,13.33344
1976,6,6,13.33344
1976,6,7,13.889
1976,6,8,13.889
1976,6,9,13.889
1976,6,10,14.44456
1976,6,11,14.44456
1976,6,12,14.44456
1976,6,13,14.44456
1976,6,14,14.44456
1976,6,15,14.44456
1976,6,16,14.44456
1976,6,17,15.00012
1976,6,18,15.55568
1976,6,19,15.55568
1976,6,20,15.55568
1976,6,21,15.55568
1976,6,22,15.55568
1976,6,23,15.55568
1976,6,24,16.11124
1976,6,25,16.11124
1976,6,26,16.11124
1976,6,27,16.11124
1976,6,28,16.11124
1976,6,29,16.6668
1976,6,30,16.6668
1976,7,1,16.11124
1976,7,2,16.6668
1976,7,3,16.6668
1976,7,4,16.6668
1976,7,5,16.6668
1976,7,6,16.6668
1976,7,7,16.6668
1976,7,8,16.6668
1976,7,9,17.77792
1976,7,10,17.77792
1976,7,11,17.77792
1976,7,12,17.77792
1976,7,13,17.77792
1976,7,14,17.77792
1976,7,16,18.33348
1976,7,17,18.88904
1976,7,18,18.88904
1976,7,19,18.88904
1976,7,20,18.88904
1976,7,21,18.33348
1976,7,24,18.88904
1976,7,25,18.88904
1976,7,26,19.4446
1976,7,27,18.88904
1976,7,28,18.88904
1976,7,29,18.88904
1976,7,30,18.88904
1976,7,31,19.4446
1976,8,1,19.4446
1976,8,2,19.4446
1976,8,3,20.00016
1976,8,4,20.00016
1976,8,5,20.00016
1976,8,6,20.00016
1976,8,7,20.00016
1976,8,8,20.00016
1976,8,9,19.4446
1976,8,10,20.00016
1976,8,11,20.00016
1976,8,12,20.00016
1976,8,13,20.55572
1976,8,14,20.00016
1976,8,15,20.00016
1976,8,16,19.4446
1976,8,17,19.4446
1976,8,18,19.4446
1976,8,19,19.4446
1976,8,20,19.4446
1976,8,21,19.4446
1976,8,22,20.00016
1976,8,23,20.00016
1976,8,24,20.00016
1976,8,25,20.00016
1976,8,26,20.00016
1976,8,27,19.4446
1976,8,28,19.4446
1976,8,29,20.00016
1976,8,30,20.00016
1976,8,31,20.00016
1976,9,1,20.00016
1976,9,2,20.55572
1976,9,3,20.00016
1976,9,4,20.00016
1976,9,5,20.00016
1976,9,6,20.00016
1976,9,7,19.4446
1976,9,8,19.4446
1976,9,9,19.4446
1976,9,10,19.4446
1976,9,11,19.4446
1976,9,13,19.4446
1976,9,14,19.4446
1976,9,15,19.4446
1976,9,16,19.4446
1976,9,17,19.4446
1976,9,18,18.88904
1976,9,19,18.88904
1976,9,20,18.88904
1976,9,21,18.88904
1976,9,22,18.88904
1976,9,23,18.33348
1976,9,24,18.33348
1976,9,25,18.88904
1976,9,26,18.33348
1976,9,27,18.33348
1976,9,28,18.33348
1976,9,29,18.33348
1976,9,30,18.33348
1976,10,1,18.33348
1976,10,3,18.33348
1976,10,4,17.77792
1976,10,5,17.77792
1976,10,6,17.77792
1976,10,7,17.77792
1976,10,8,17.77792
1976,10,9,17.77792
1976,10,11,17.77792
1976,10,12,17.77792
1976,10,13,17.77792
1976,10,21,15.55568
1976,10,22,15.55568
1976,11,10,13.33344
1976,11,12,12.77788
1976,11,14,12.22232
1977,3,15,6.11116
1977,3,16,6.11116
1977,3,19,6.11116
1977,3,20,6.11116
1977,3,21,6.11116
1977,3,22,6.66672
1977,3,23,7.77784
1977,3,24,6.66672
1977,3,25,7.22228
1977,3,26,7.22228
1977,3,27,7.22228
1977,4,2,7.22228
1977,4,3,7.22228
1977,4,4,7.77784
1977,4,5,8.3334
1977,4,6,8.88896
1977,4,8,8.88896
1977,4,30,12.77788
1977,5,1,12.77788
1977,5,2,12.77788
1977,5,3,12.77788
1977,5,4,12.22232
1977,5,5,12.22232
1977,5,6,12.77788
1977,5,7,12.77788
1977,5,8,12.77788
1977,5,9,12.77788
1977,5,10,13.33344
1977,5,11,12.77788
1977,5,12,12.77788
1977,5,13,13.33344
1977,5,14,13.33344
1977,5,15,13.33344
1977,5,16,12.77788
1977,5,17,13.33344
1977,5,18,12.77788
1977,5,19,12.77788
1977,5,20,13.33344
1977,5,21,13.889
1977,5,22,13.889
1977,5,23,13.889
1977,5,24,13.889
1977,5,25,13.889
1977,5,26,14.44456
1977,5,27,14.44456
1977,5,28,14.44456
1977,5,29,14.44456
1977,5,30,13.33344
1977,6,6,15.55568
1977,6,9,16.6668
1977,6,11,16.6668
1977,6,12,16.6668
1977,6,13,16.6668
1977,6,14,16.6668
1977,6,16,17.22236
1977,6,17,17.77792
1977,6,18,17.77792
1977,6,19,18.33348
1977,6,20,18.33348
1977,6,21,18.33348
1977,6,22,18.33348
1977,7,20,20.00016
1977,7,23,20.55572
1977,7,24,20.55572
1977,7,28,21.11128
1977,7,29,21.11128
1977,7,30,21.11128
1977,7,31,21.11128
1977,8,2,21.11128
1977,8,4,21.66684
1977,8,12,22.2224
1977,8,13,23.33352
1977,8,14,23.33352
1977,8,15,23.33352
1977,8,20,23.33352
1977,8,22,22.2224
1977,8,28,21.66684
1977,8,30,21.11128
1977,8,31,21.11128
1977,9,1,21.11128
1977,9,2,21.11128
1977,9,3,21.11128
1977,9,4,21.11128
1977,9,5,21.11128
1977,9,6,21.11128
1977,9,7,21.11128
1977,9,9,20.55572
1977,10,13,15.55568
1977,10,15,15.55568
1977,10,16,15.55568
1977,10,17,15.55568
1977,10,18,15.55568
1977,10,19,15.55568
1977,10,20,15.55568
1977,10,26,15.00012
1977,10,29,13.889
1978,3,21,6.66672
1978,3,27,7.77784
1978,4,1,8.88896
1978,4,3,8.88896
1978,4,4,9.44452
1978,5,16,12.77788
1978,5,17,12.77788
1978,5,20,13.33344
1978,5,22,13.889
1978,5,25,13.33344
1978,5,26,13.889
1978,5,27,13.889
1978,5,28,13.889
1978,6,4,14.44456
1978,6,7,16.11124
1978,6,15,16.11124
1978,6,17,16.11124
1978,6,21,17.22236
1978,6,22,17.22236
1978,7,1,17.77792
1978,7,2,17.77792
1978,7,11,18.88904
1978,7,14,18.88904
1978,7,15,20.00016
1978,7,16,20.00016
1978,7,17,20.00016
1978,7,18,20.00016
1978,7,19,20.00016
1978,7,20,20.00016
1978,7,29,20.55572
1978,7,31,21.11128
1978,8,9,22.2224
1978,8,13,22.77796
1978,8,15,21.11128
1978,8,16,21.11128
1978,8,18,20.55572
1978,8,19,21.11128
1978,9,12,19.4446
1978,9,13,19.4446
1978,9,17,18.88904
1978,10,30,14.44456
1979,3,17,6.11116
1979,3,20,6.66672
1979,4,1,7.22228
1979,4,2,7.77784
1979,4,3,7.77784
1979,4,4,7.77784
1979,4,5,7.77784
1979,4,6,7.77784
1979,4,7,8.3334
1979,4,8,8.3334
1979,4,9,8.3334
1979,4,10,8.3334
1979,4,11,8.3334
1979,4,12,8.3334
1979,4,13,8.3334
1979,4,14,8.3334
1979,4,15,8.3334
1979,4,16,8.88896
1979,4,17,8.88896
1979,4,18,8.88896
1979,4,19,8.88896
1979,4,20,8.88896
1979,4,21,8.88896
1979,4,22,9.44452
1979,4,23,9.44452
1979,4,24,10.00008
1979,4,25,10.00008
1979,4,26,10.00008
1979,4,27,10.00008
1979,4,28,10.00008
1979,4,29,11.1112
1979,5,21,15.00012
1979,5,24,15.00012
1979,5,26,15.55568
1979,9,23,20.00016
1979,9,24,20.55572
1979,10,27,16.6668
1979,11,1,15.55568
1979,11,2,15.00012
1979,11,3,14.44456
1979,11,4,13.889
1979,11,5,14.44456
1979,11,6,14.44456
1979,11,7,13.889
1979,11,8,13.889
1980,3,15,5.55555555555556
1980,3,16,6.11111111111111
1980,3,17,6.11111111111111
1980,3,18,6.11111111111111
1980,3,19,6.11111111111111
1980,3,20,7.22222222222222
1980,3,21,7.22222222222222
1980,3,22,7.22222222222222
1980,3,23,6.11111111111111
1980,3,24,7.77777777777778
1980,3,25,7.77777777777778
1980,3,26,7.77777777777778
1980,3,27,7.77777777777778
1980,3,28,7.77777777777778
1980,3,29,7.77777777777778
1980,3,30,7.77777777777778
1980,3,31,7.77777777777778
1980,4,1,8.33333333333333
1980,4,2,7.22222222222222
1980,4,3,7.22222222222222
1980,4,4,7.77777777777778
1980,4,5,7.77777777777778
1980,4,6,8.33333333333333
1980,4,7,8.33333333333333
1980,4,8,8.88888888888889
1980,4,9,8.88888888888889
1980,4,10,9.44444444444444
1980,4,11,9.44444444444444
1980,4,12,8.88888888888889
1980,4,13,9.44444444444444
1980,4,14,9.44444444444444
1980,4,15,9.44444444444444
1980,4,16,9.44444444444444
1980,4,17,10
1980,4,18,10
1980,4,19,10
1980,4,20,10.5555555555556
1980,4,21,10.5555555555556
