year,mo,da,tempc
1951,7,15,17.7777777777778
1951,7,16,18.3333333333333
1951,7,17,18.3333333333333
1951,7,18,18.8888888888889
1951,7,19,18.8888888888889
1951,7,20,18.8888888888889
1951,7,21,18.8888888888889
1951,7,22,18.8888888888889
1951,7,23,18.8888888888889
1951,7,24,18.8888888888889
1951,7,25,18.8888888888889
1951,7,26,18.8888888888889
1951,7,27,18.8888888888889
1951,7,28,18.8888888888889
1951,7,29,18.8888888888889
1951,7,30,18.8888888888889
1951,7,31,18.8888888888889
1951,8,1,18.8888888888889
1951,8,2,18.8888888888889
1951,8,3,19.4444444444444
1951,8,4,19.4444444444444
1951,8,5,19.4444444444444
1951,8,6,19.4444444444444
1951,8,7,19.4444444444444
1951,8,8,20
1951,8,9,20
1951,8,10,20
1951,8,11,19.4444444444444
1951,8,12,19.4444444444444
1951,8,13,19.4444444444444
1951,8,14,18.8888888888889
1951,8,15,18.8888888888889
1951,8,16,19.4444444444444
1951,8,17,20
1951,8,18,20
1951,8,19,20
1951,8,20,21.1111111111111
1951,8,21,21.1111111111111
1951,8,22,21.1111111111111
1951,8,23,20.5555555555556
1951,8,24,20
1951,8,25,20
1951,8,26,19.4444444444444
1951,8,27,19.4444444444444
1951,8,28,19.4444444444444
1951,8,29,18.8888888888889
1951,8,30,18.8888888888889
1951,8,31,18.8888888888889
1951,9,1,18.3333333333333
1951,9,2,18.3333333333333
1951,9,3,18.3333333333333
1951,9,4,18.3333333333333
1951,9,5,18.3333333333333
1951,9,6,18.8888888888889
1951,9,7,18.8888888888889
1951,9,8,18.8888888888889
1951,9,9,18.8888888888889
1951,9,10,18.8888888888889
1951,9,11,18.8888888888889
1951,9,12,18.8888888888889
1951,9,13,18.8888888888889
1951,9,14,18.8888888888889
1951,9,15,18.3333333333333
1951,9,16,18.3333333333333
1951,9,17,18.3333333333333
1951,9,18,18.3333333333333
1951,9,19,18.3333333333333
1951,9,20,18.8888888888889
1951,9,21,18.8888888888889
1951,9,22,18.8888888888889
1951,9,23,18.8888888888889
1951,9,24,18.8888888888889
1951,9,25,18.8888888888889
1951,9,26,17.7777777777778
1951,9,27,17.2222222222222
1951,9,28,17.2222222222222
1951,9,29,16.6666666666667
1951,9,30,16.6666666666667
1951,10,1,16.6666666666667
1951,10,2,16.1111111111111
1951,10,3,16.1111111111111
1951,10,4,15.5555555555556
1951,10,5,15.5555555555556
1951,10,6,15.5555555555556
1951,10,7,15.5555555555556
1951,10,8,15.5555555555556
1951,10,9,15.5555555555556
1951,10,10,15.5555555555556
1951,10,11,15.5555555555556
1951,10,12,15.5555555555556
1951,10,13,16.1111111111111
1951,10,14,16.1111111111111
1951,10,15,15.5555555555556
1951,10,16,15.5555555555556
1951,10,17,14.4444444444444
1951,10,18,14.4444444444444
1951,10,19,13.8888888888889
1951,10,20,13.8888888888889
1951,10,21,13.3333333333333
1951,10,22,13.3333333333333
1951,10,23,13.3333333333333
1951,10,24,12.7777777777778
1951,10,25,12.2222222222222
1951,10,26,11.1111111111111
1951,10,27,11.1111111111111
1951,10,28,11.1111111111111
1951,10,29,11.1111111111111
1951,10,30,11.1111111111111
1951,10,31,11.1111111111111
1951,11,1,10.5555555555556
1951,11,2,10.5555555555556
1951,11,3,10
1951,11,4,10
1951,11,5,10
1951,11,6,8.88888888888889
1951,11,7,8.88888888888889
1951,11,8,8.88888888888889
1951,11,9,8.88888888888889
1951,11,10,8.88888888888889
1951,11,11,9.44444444444444
1951,11,12,8.88888888888889
1951,11,13,8.88888888888889
1951,11,14,8.88888888888889
1951,11,15,8.88888888888889
1951,11,16,8.88888888888889
1951,11,17,8.33333333333333
1951,11,18,8.33333333333333
1951,11,19,8.33333333333333
1951,11,20,8.33333333333333
1951,11,21,8.33333333333333
1951,11,22,8.33333333333333
1951,11,23,7.77777777777778
1951,11,24,7.77777777777778
1951,11,25,7.22222222222222
1951,11,26,7.22222222222222
1951,11,27,7.22222222222222
1951,11,28,7.22222222222222
1951,11,29,7.22222222222222
1952,3,1,4.44444444444444
1952,3,2,4.44444444444444
1952,3,3,4.44444444444444
1952,3,4,4.44444444444444
1952,3,5,4.44444444444444
1952,3,6,4.44444444444444
1952,3,7,4.44444444444444
1952,3,8,4.44444444444444
1952,3,9,4.44444444444444
1952,3,10,5
1952,3,11,5
1952,3,12,5
1952,3,13,5
1952,3,14,5
1952,3,15,5.55555555555556
1952,3,16,5.55555555555556
1952,3,17,5.55555555555556
1952,3,18,5.55555555555556
1952,3,19,5.55555555555556
1952,3,20,5.55555555555556
1952,3,21,5.55555555555556
1952,3,22,5.55555555555556
1952,3,23,5.55555555555556
1952,3,24,5.55555555555556
1952,3,25,6.11111111111111
1952,3,26,6.66666666666667
1952,3,27,7.22222222222222
1952,3,28,8.33333333333333
1952,3,29,8.33333333333333
1952,3,30,8.33333333333333
1952,3,31,8.33333333333333
1952,4,1,8.33333333333333
1952,4,2,8.33333333333333
1952,4,3,7.77777777777778
1952,4,4,7.77777777777778
1952,4,5,8.33333333333333
1952,4,6,8.33333333333333
1952,4,7,8.88888888888889
1952,4,8,8.88888888888889
1952,4,9,9.44444444444444
1952,4,10,9.44444444444444
1952,4,11,9.44444444444444
1952,4,12,9.44444444444444
1952,4,13,9.44444444444444
1952,4,14,9.44444444444444
1952,4,15,9.44444444444444
1952,4,16,10
1952,4,17,10
1952,4,18,10
1952,4,19,10.5555555555556
1952,4,20,10.5555555555556
1952,4,21,10.5555555555556
1952,4,22,10.5555555555556
1952,4,23,11.1111111111111
1952,4,24,11.1111111111111
1952,4,25,11.1111111111111
1952,4,26,11.6666666666667
1952,4,27,12.2222222222222
1952,4,28,12.2222222222222
1952,4,29,12.2222222222222
1952,4,30,12.2222222222222
1952,5,1,11.6666666666667
1952,5,2,11.6666666666667
1952,5,3,11.6666666666667
1952,5,4,11.1111111111111
1952,5,5,11.1111111111111
1952,5,6,11.1111111111111
1952,5,7,11.1111111111111
1952,5,8,11.1111111111111
1952,5,9,11.1111111111111
1952,5,10,12.7777777777778
1952,5,11,11.6666666666667
1952,5,12,17.7777777777778
1952,5,13,12.2222222222222
1952,5,14,12.2222222222222
1952,5,15,12.2222222222222
1952,5,16,12.2222222222222
1952,5,17,12.7777777777778
1952,5,18,12.7777777777778
1952,5,19,12.7777777777778
1952,5,20,12.7777777777778
1952,5,21,12.7777777777778
1952,5,22,12.7777777777778
1952,5,23,12.7777777777778
1952,5,24,12.7777777777778
1952,5,25,12.7777777777778
1952,5,26,12.7777777777778
1952,5,27,13.3333333333333
1952,5,28,13.8888888888889
1952,5,29,13.8888888888889
1952,5,30,13.3333333333333
1952,5,31,13.3333333333333
1952,6,1,13.3333333333333
1952,6,2,18.8888888888889
1952,6,3,13.8888888888889
1952,6,4,13.8888888888889
1952,6,5,13.8888888888889
1952,6,6,15
1952,6,7,14.4444444444444
1952,6,8,15
1952,6,9,15
1952,6,10,15
1952,6,11,20.5555555555556
1952,6,12,14.4444444444444
1952,6,13,14.4444444444444
1952,6,14,14.4444444444444
1952,6,15,13.8888888888889
1952,6,16,13.8888888888889
1952,6,17,13.8888888888889
1952,6,18,14.4444444444444
1952,6,19,15
1952,6,20,15
1952,6,21,15.5555555555556
1952,6,22,15.5555555555556
